Marker_Name,scaffold_ID,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,LG,genetic_position,Freq
RosBREED_snp_tart_cherry_a_Pp4_03707179,HiC_scaffold_10,94.87,195,4,2,1,195,4520463,4520651,6.00E-80,300,204,4,10.53,3
RosBREED_snp_tart_cherry_a_Pp4_03707179,HiC_scaffold_12,97.94,194,3,1,1,194,4486926,4487118,2.00E-90,335,204,4,10.53,3
RosBREED_snp_tart_cherry_a_Pp4_04223876,HiC_scaffold_10,98.04,204,3,1,1,204,5139943,5140145,4.00E-96,353,204,4,13.96,3
RosBREED_snp_tart_cherry_a_Pp4_04223876,HiC_scaffold_11,98.54,206,0,2,1,204,5023551,5023755,3.00E-98,361,204,4,13.96,3
RosBREED_snp_tart_cherry_a_Pp4_04223876,HiC_scaffold_12,98.53,204,2,1,1,204,5030968,5031170,9.00E-98,359,204,4,13.96,3
RosBREED_snp_tart_cherry_a_Pp4_04351322,HiC_scaffold_11,96.69,181,3,3,25,204,5199439,5199617,2.00E-79,298,204,4,14.74,3
RosBREED_snp_tart_cherry_a_Pp4_04351322,HiC_scaffold_12,97.78,180,3,1,25,204,5181377,5181555,9.00E-83,309,204,4,14.74,3
RosBREED_snp_tart_cherry_a_Pp4_04351322,HiC_scaffold_10,97.78,180,3,1,25,204,5310774,5310952,9.00E-83,309,204,4,14.74,3
RosBREED_snp_tart_cherry_a_Pp4_05246599,HiC_scaffold_11,98.53,204,2,1,1,204,6353578,6353780,9.00E-98,359,204,4,16.71,3
RosBREED_snp_tart_cherry_a_Pp4_05246599,HiC_scaffold_10,98.53,204,2,1,1,204,6486428,6486630,9.00E-98,359,204,4,16.71,3
RosBREED_snp_tart_cherry_a_Pp4_05246599,HiC_scaffold_5,98.53,204,2,1,1,204,36220737,36220939,9.00E-98,359,204,4,16.71,3
RosBREED_snp_tart_cherry_a_Pp4_05606677,HiC_scaffold_10,96.84,190,5,1,1,190,7397564,7397376,5.00E-85,316,204,4,19.53,3
RosBREED_snp_tart_cherry_a_Pp4_05606677,HiC_scaffold_12,96.84,190,5,1,1,190,7340123,7339935,5.00E-85,316,204,4,19.53,3
RosBREED_snp_tart_cherry_a_Pp4_05606677,HiC_scaffold_11,90.72,194,5,5,1,190,7033110,7032926,7.00E-64,246,204,4,19.53,3
RosBREED_snp_tart_cherry_a_Pp4_05885069,HiC_scaffold_12,98.53,204,2,1,1,204,7001973,7001771,9.00E-98,359,204,4,18.5,3
RosBREED_snp_tart_cherry_a_Pp4_05885069,HiC_scaffold_10,98.53,204,2,1,1,204,7149393,7149191,9.00E-98,359,204,4,18.5,3
RosBREED_snp_tart_cherry_a_Pp4_05885069,HiC_scaffold_11,98.04,204,3,1,1,204,6811408,6811206,4.00E-96,353,204,4,18.5,3
RosBREED_snp_tart_cherry_a_Pp4_06040567,HiC_scaffold_10,96.53,202,3,3,1,199,6837148,6836948,2.00E-89,331,204,4,17.93,2
RosBREED_snp_tart_cherry_a_Pp4_06040567,HiC_scaffold_11,95.61,205,5,3,3,204,6562775,6562572,9.00E-88,326,204,4,17.93,2
RosBREED_snp_tart_cherry_a_Pp4_06407266,HiC_scaffold_11,97.06,170,4,1,35,204,7679271,7679439,2.00E-75,285,204,4,20.4,3
RosBREED_snp_tart_cherry_a_Pp4_06407266,HiC_scaffold_12,96.57,204,6,1,1,204,8076257,8076459,4.00E-91,337,204,4,20.4,3
RosBREED_snp_tart_cherry_a_Pp4_06407266,HiC_scaffold_10,96.57,204,6,1,1,204,8180830,8181032,4.00E-91,337,204,4,20.4,3
RosBREED_snp_tart_cherry_a_Pp4_06756567,HiC_scaffold_12,98.53,204,2,1,1,204,8266417,8266619,9.00E-98,359,204,4,25.85,3
RosBREED_snp_tart_cherry_a_Pp4_06756567,HiC_scaffold_10,98.04,204,3,1,1,204,8696677,8696879,4.00E-96,353,204,4,25.85,3
RosBREED_snp_tart_cherry_a_Pp4_06756567,HiC_scaffold_11,97.55,204,4,1,1,204,8146519,8146721,2.00E-94,348,204,4,25.85,3
RosBREED_snp_tart_cherry_a_Pp4_07010787,HiC_scaffold_12,98.53,204,2,1,1,204,8403831,8404033,9.00E-98,359,204,4,25.85,3
RosBREED_snp_tart_cherry_a_Pp4_07010787,HiC_scaffold_10,97.55,204,3,2,1,204,9006938,9007139,2.00E-94,348,204,4,25.85,3
RosBREED_snp_tart_cherry_a_Pp4_07010787,HiC_scaffold_11,99.02,204,1,1,1,204,8463247,8463449,2.00E-99,364,204,4,25.85,3
RosBREED_snp_tart_cherry_a_Pp4_07398453,HiC_scaffold_10,97.79,181,3,1,1,181,9601820,9601999,3.00E-83,311,204,4,27.11,3
RosBREED_snp_tart_cherry_a_Pp4_07398453,HiC_scaffold_12,98.34,181,2,1,1,181,8874412,8874591,5.00E-85,316,204,4,27.11,3
RosBREED_snp_tart_cherry_a_Pp4_07398453,HiC_scaffold_11,97.24,181,4,1,1,181,9170607,9170786,1.00E-81,305,204,4,27.11,3
RosBREED_snp_tart_cherry_a_Pp4_07813828,HiC_scaffold_12,96.08,204,4,3,1,204,9582266,9582465,7.00E-89,329,204,4,28.82,3
RosBREED_snp_tart_cherry_a_Pp4_07813828,HiC_scaffold_11,97.06,204,4,2,1,204,9764466,9764667,9.00E-93,342,204,4,28.82,3
RosBREED_snp_tart_cherry_a_Pp4_07861540,HiC_scaffold_10,97.51,201,4,1,1,201,10251034,10251233,9.00E-93,342,204,4,28.91,3
RosBREED_snp_tart_cherry_a_Pp4_07861540,HiC_scaffold_11,98.51,201,2,1,1,201,9814115,9814314,4.00E-96,353,204,4,28.91,3
RosBREED_snp_tart_cherry_a_Pp4_07861540,HiC_scaffold_12,98.01,201,3,1,1,201,9625090,9625289,2.00E-94,348,204,4,28.91,3
RosBREED_snp_tart_cherry_a_Pp4_08495239,HiC_scaffold_10,96.59,205,4,3,1,204,10963624,10963826,4.00E-91,337,204,4,30.45,3
RosBREED_snp_tart_cherry_a_Pp4_08495239,HiC_scaffold_11,96.59,205,4,3,1,204,10623778,10623980,4.00E-91,337,204,4,30.45,3
RosBREED_snp_tart_cherry_a_Pp4_08495239,HiC_scaffold_12,96.37,193,3,4,14,204,10441029,10441219,2.00E-84,315,204,4,30.45,3
RosBREED_snp_tart_cherry_a_Pp4_08955576,HiC_scaffold_11,98.04,204,3,1,1,204,11214679,11214881,4.00E-96,353,204,4,30.48,3
RosBREED_snp_tart_cherry_a_Pp4_08955576,HiC_scaffold_12,98.53,204,2,1,1,204,11029077,11029279,9.00E-98,359,204,4,30.48,3
RosBREED_snp_tart_cherry_a_Pp4_08955576,HiC_scaffold_10,98.04,204,3,1,1,204,11597772,11597974,4.00E-96,353,204,4,30.48,3
RosBREED_snp_tart_cherry_a_Pp4_11651018,HiC_scaffold_11,97.83,184,3,1,21,204,14972452,14972634,5.00E-85,316,204,4,33.87,3
RosBREED_snp_tart_cherry_a_Pp4_11651018,HiC_scaffold_12,98.04,204,3,1,1,204,14352486,14352688,4.00E-96,353,204,4,33.87,3
RosBREED_snp_tart_cherry_a_Pp4_11651018,HiC_scaffold_10,96.57,204,6,1,1,204,14914724,14914926,4.00E-91,337,204,4,33.87,3
RosBREED_snp_tart_cherry_a_Pp4_11979679,HiC_scaffold_10,97.55,204,4,1,1,204,15187870,15188072,2.00E-94,348,204,4,33.95,3
RosBREED_snp_tart_cherry_a_Pp4_11979679,HiC_scaffold_11,98.02,202,3,1,1,202,15352084,15352284,5.00E-95,350,204,4,33.95,3
RosBREED_snp_tart_cherry_a_Pp4_11979679,HiC_scaffold_12,97.06,204,5,1,1,204,14624700,14624902,9.00E-93,342,204,4,33.95,3
RosBREED_snp_tart_cherry_a_Pp4_12532690,HiC_scaffold_11,94.61,204,5,2,1,204,15886209,15886406,3.00E-83,311,204,4,34.09,3
RosBREED_snp_tart_cherry_a_Pp4_12532690,HiC_scaffold_10,93.63,204,7,2,1,204,15705568,15705765,6.00E-80,300,204,4,34.09,3
RosBREED_snp_tart_cherry_a_Pp4_12532690,HiC_scaffold_12,93.63,204,7,2,1,204,15130451,15130648,6.00E-80,300,204,4,34.09,3
RosBREED_snp_tart_cherry_a_Pp4_14851058,HiC_scaffold_10,96.05,177,5,2,1,176,19021277,19021452,4.00E-76,287,204,4,45.41,3
RosBREED_snp_tart_cherry_a_Pp4_14851058,HiC_scaffold_11,95.48,177,6,2,1,176,19207957,19208132,2.00E-74,281,204,4,45.41,3
RosBREED_snp_tart_cherry_a_Pp4_14851058,HiC_scaffold_12,96.05,177,5,2,1,176,17426215,17426390,4.00E-76,287,204,4,45.41,3
RosBREED_snp_tart_cherry_a_Pp4_17996373,HiC_scaffold_12,93.66,205,9,3,3,204,18390430,18390633,4.00E-81,303,204,4,46.96,3
RosBREED_snp_tart_cherry_a_Pp4_17996373,HiC_scaffold_11,94.15,205,8,2,3,204,20153069,20153272,9.00E-83,309,204,4,46.96,3
RosBREED_snp_tart_cherry_a_Pp4_17996373,HiC_scaffold_10,94.63,205,7,2,3,204,20349706,20349909,2.00E-84,315,204,4,46.96,3
RosBREED_snp_tart_cherry_a_Pp4_19321906,HiC_scaffold_11,96.57,204,6,1,1,204,21573237,21573439,4.00E-91,337,204,4,51.22,3
RosBREED_snp_tart_cherry_a_Pp4_19321906,HiC_scaffold_10,97.55,204,4,1,1,204,21692363,21692565,2.00E-94,348,204,4,51.22,3
RosBREED_snp_tart_cherry_a_Pp4_19321906,HiC_scaffold_12,97.55,204,4,1,1,204,19568677,19568879,2.00E-94,348,204,4,51.22,3
RosBREED_snp_tart_cherry_a_Pp4_22125695,HiC_scaffold_6,98.02,202,3,1,3,204,14123499,14123299,5.00E-95,350,204,2,8.56,3
RosBREED_snp_tart_cherry_a_Pp4_22125695,HiC_scaffold_5,98.02,202,3,1,3,204,12840489,12840289,5.00E-95,350,204,2,8.56,3
RosBREED_snp_tart_cherry_a_Pp4_22125695,HiC_scaffold_4,97.03,202,4,2,3,204,12715482,12715283,1.00E-91,339,204,2,8.56,3
RosBREED_snp_tart_cherry_a_Pp4_27407124,HiC_scaffold_12,98.53,204,2,1,1,204,24952321,24952523,9.00E-98,359,204,4,66.37,3
RosBREED_snp_tart_cherry_a_Pp4_27407124,HiC_scaffold_11,98.04,204,3,1,1,204,28652272,28652474,4.00E-96,353,204,4,66.37,3
RosBREED_snp_tart_cherry_a_Pp4_27407124,HiC_scaffold_10,96.04,202,6,2,3,204,29710994,29711193,3.00E-88,327,204,4,66.37,3
RosBREED_snp_tart_cherry_a_Pp5_00990328,HiC_scaffold_14,97.58,207,1,3,1,204,2042899,2043104,2.00E-95,351,204,5,1.17,3
RosBREED_snp_tart_cherry_a_Pp5_00990328,HiC_scaffold_15,95.17,207,4,4,1,204,5484521,5484318,1.00E-86,322,204,5,1.17,3
RosBREED_snp_tart_cherry_a_Pp5_00990328,HiC_scaffold_13,95.17,207,6,3,1,204,1652450,1652655,3.00E-87,324,204,5,1.17,3
RosBREED_snp_tart_cherry_a_Pp5_01463960,HiC_scaffold_13,98.53,204,2,1,1,204,2315455,2315657,9.00E-98,359,204,5,1.74,3
RosBREED_snp_tart_cherry_a_Pp5_01463960,HiC_scaffold_15,99,200,1,1,5,204,4759556,4759358,3.00E-97,357,204,5,1.74,3
RosBREED_snp_tart_cherry_a_Pp5_01463960,HiC_scaffold_14,98.52,203,2,1,2,204,2798854,2799055,3.00E-97,357,204,5,1.74,3
RosBREED_snp_tart_cherry_a_Pp5_05354555,HiC_scaffold_14,93.5,200,6,2,1,200,12108553,12108745,3.00E-77,291,204,5,6.67,3
RosBREED_snp_tart_cherry_a_Pp5_05354555,HiC_scaffold_15,93.53,201,6,4,1,201,8511460,8511653,9.00E-78,292,204,5,6.67,3
RosBREED_snp_tart_cherry_a_Pp5_05354555,HiC_scaffold_13,93.94,198,5,4,1,198,12051533,12051723,9.00E-78,292,204,5,6.67,3
RosBREED_snp_tart_cherry_a_Pp5_07792459,HiC_scaffold_14,93.14,204,8,3,1,204,13550255,13550452,3.00E-78,294,204,5,11.04,3
RosBREED_snp_tart_cherry_a_Pp5_07792459,HiC_scaffold_15,96.57,204,6,1,1,204,9687299,9687501,4.00E-91,337,204,5,11.04,3
RosBREED_snp_tart_cherry_a_Pp5_07939020,HiC_scaffold_15,96.57,204,6,1,1,204,9789136,9789338,4.00E-91,337,204,5,11.31,3
RosBREED_snp_tart_cherry_a_Pp5_07939020,HiC_scaffold_13,96.08,204,7,1,1,204,13512198,13512400,2.00E-89,331,204,5,11.31,3
RosBREED_snp_tart_cherry_a_Pp5_07939020,HiC_scaffold_14,95.43,197,8,1,8,204,13692654,13692849,7.00E-84,313,204,5,11.31,3
RosBREED_snp_tart_cherry_a_Pp5_09141044,HiC_scaffold_15,97.55,204,4,1,1,204,10808859,10809061,2.00E-94,348,204,5,18.27,3
RosBREED_snp_tart_cherry_a_Pp5_09141044,HiC_scaffold_13,98.04,204,3,1,1,204,14598378,14598580,4.00E-96,353,204,5,18.27,3
RosBREED_snp_tart_cherry_a_Pp5_09141044,HiC_scaffold_14,97.55,204,4,1,1,204,14729674,14729876,2.00E-94,348,204,5,18.27,3
RosBREED_snp_tart_cherry_a_Pp5_10626214,HiC_scaffold_15,96.53,173,5,1,32,204,12313050,12313221,2.00E-75,285,204,5,26.1,3
RosBREED_snp_tart_cherry_a_Pp5_10626214,HiC_scaffold_13,97.13,174,3,2,32,204,16195780,16195952,9.00E-78,292,204,5,26.1,3
RosBREED_snp_tart_cherry_a_Pp5_10892711,HiC_scaffold_15,99.02,204,1,1,1,204,12631040,12631242,2.00E-99,364,204,5,27.07,3
RosBREED_snp_tart_cherry_a_Pp5_10892711,HiC_scaffold_14,97.37,190,3,2,15,204,16530686,16530873,1.00E-86,322,204,5,27.07,3
RosBREED_snp_tart_cherry_a_Pp5_10892711,HiC_scaffold_13,96.57,204,6,1,1,204,16513636,16513838,4.00E-91,337,204,5,27.07,3
RosBREED_snp_tart_cherry_a_Pp5_11527764,HiC_scaffold_13,95.02,201,8,2,1,201,17293081,17293279,2.00E-84,315,204,5,29.36,2
RosBREED_snp_tart_cherry_a_Pp5_11527764,HiC_scaffold_14,95.05,202,9,1,1,202,17116339,17116539,5.00E-85,316,204,5,29.36,2
RosBREED_snp_tart_cherry_a_Pp5_12204040,HiC_scaffold_13,99.02,204,1,1,1,204,18177068,18177270,2.00E-99,364,204,5,31.57,3
RosBREED_snp_tart_cherry_a_Pp5_12204040,HiC_scaffold_15,99.02,204,1,1,1,204,13701725,13701927,2.00E-99,364,204,5,31.57,3
RosBREED_snp_tart_cherry_a_Pp5_12204040,HiC_scaffold_14,98.53,204,2,1,1,204,17893128,17893330,9.00E-98,359,204,5,31.57,3
RosBREED_snp_tart_cherry_a_Pp5_12256722,HiC_scaffold_13,95.07,203,9,1,2,204,18244131,18244332,2.00E-85,318,204,5,32.04,3
RosBREED_snp_tart_cherry_a_Pp5_12256722,HiC_scaffold_15,91.63,203,6,2,2,204,13760496,13760687,4.00E-71,270,204,5,32.04,3
RosBREED_snp_tart_cherry_a_Pp5_12256722,HiC_scaffold_14,97.46,197,4,1,8,204,17942751,17942946,2.00E-90,335,204,5,32.04,3
RosBREED_snp_tart_cherry_a_Pp5_12327364,HiC_scaffold_13,97.03,202,5,1,3,204,18338644,18338844,1.00E-91,339,204,5,32.66,3
RosBREED_snp_tart_cherry_a_Pp5_12327364,HiC_scaffold_14,96.39,166,3,3,41,204,18006527,18006691,4.00E-71,270,204,5,32.66,3
RosBREED_snp_tart_cherry_a_Pp5_12327364,HiC_scaffold_15,98.02,202,3,1,3,204,13860746,13860946,5.00E-95,350,204,5,32.66,3
RosBREED_snp_tart_cherry_a_Pp5_12367693,HiC_scaffold_14,96.59,205,4,2,1,203,18095622,18095825,4.00E-91,337,204,5,33.48,3
RosBREED_snp_tart_cherry_a_Pp5_12367693,HiC_scaffold_15,96.1,205,5,2,1,203,14131915,14132118,2.00E-89,331,204,5,33.48,3
RosBREED_snp_tart_cherry_a_Pp5_12367693,HiC_scaffold_13,96.1,205,5,2,1,203,18448729,18448932,2.00E-89,331,204,5,33.48,3
RosBREED_snp_tart_cherry_a_Pp5_12581495,HiC_scaffold_13,96.46,198,5,2,1,198,18709273,18709468,9.00E-88,326,204,5,33.65,3
RosBREED_snp_tart_cherry_a_Pp5_12581495,HiC_scaffold_14,96.98,199,4,2,1,198,18351668,18351865,5.00E-90,333,204,5,33.65,3
RosBREED_snp_tart_cherry_a_Pp5_12581495,HiC_scaffold_15,96.84,190,5,1,15,204,14349621,14349809,5.00E-85,316,204,5,33.65,3
RosBREED_snp_tart_cherry_a_Pp5_12879694,HiC_scaffold_14,96.57,204,6,1,1,204,18696169,18696371,4.00E-91,337,204,5,33.94,3
RosBREED_snp_tart_cherry_a_Pp5_12879694,HiC_scaffold_13,98.04,204,3,1,1,204,19106724,19106926,4.00E-96,353,204,5,33.94,3
RosBREED_snp_tart_cherry_a_Pp5_12879694,HiC_scaffold_15,98.04,204,3,1,1,204,14663459,14663661,4.00E-96,353,204,5,33.94,3
RosBREED_snp_tart_cherry_a_Pp5_12973512,HiC_scaffold_15,94.38,178,4,2,32,204,14761290,14761466,2.00E-70,268,204,5,34.31,3
RosBREED_snp_tart_cherry_a_Pp5_12973512,HiC_scaffold_13,94.94,178,3,2,32,204,19234249,19234425,3.00E-72,274,204,5,34.31,3
RosBREED_snp_tart_cherry_a_Pp5_13436201,HiC_scaffold_14,97.55,204,4,1,1,204,19334869,19335071,2.00E-94,348,204,5,36.12,3
RosBREED_snp_tart_cherry_a_Pp5_13436201,HiC_scaffold_15,97.06,204,5,1,1,204,15224580,15224782,9.00E-93,342,204,5,36.12,3
RosBREED_snp_tart_cherry_a_Pp5_13436201,HiC_scaffold_13,97.06,204,5,1,1,204,19808105,19808307,9.00E-93,342,204,5,36.12,3
RosBREED_snp_tart_cherry_a_Pp5_13609284,HiC_scaffold_13,91.98,187,3,4,1,178,20025512,20025695,2.00E-65,252,204,5,40.15,3
RosBREED_snp_tart_cherry_a_Pp5_13609284,HiC_scaffold_15,93.09,188,4,2,1,180,15454878,15455064,6.00E-70,267,204,5,40.15,3
RosBREED_snp_tart_cherry_a_Pp5_13609284,HiC_scaffold_14,93.26,178,3,2,11,180,19549208,19549384,4.00E-66,254,204,5,40.15,3
RosBREED_snp_tart_cherry_a_Pp5_13667934,HiC_scaffold_14,96.57,204,6,1,1,204,19604372,19604574,4.00E-91,337,204,5,41.2,3
RosBREED_snp_tart_cherry_a_Pp5_13667934,HiC_scaffold_15,96.57,204,6,1,1,204,15549995,15550197,4.00E-91,337,204,5,41.2,3
RosBREED_snp_tart_cherry_a_Pp5_13667934,HiC_scaffold_13,96.57,204,6,1,1,204,20126718,20126920,4.00E-91,337,204,5,41.2,3
RosBREED_snp_tart_cherry_a_Pp5_16086415,HiC_scaffold_15,98.04,204,3,1,1,204,18346969,18347171,4.00E-96,353,204,5,50.87,3
RosBREED_snp_tart_cherry_a_Pp5_16086415,HiC_scaffold_14,97.55,204,4,1,1,204,22483878,22484080,2.00E-94,348,204,5,50.87,3
RosBREED_snp_tart_cherry_a_Pp5_16086415,HiC_scaffold_13,97.06,204,5,1,1,204,23179752,23179954,9.00E-93,342,204,5,50.87,3
RosBREED_snp_tart_cherry_a_Pp5_16216710,HiC_scaffold_14,95.48,177,4,4,28,204,22568942,22569114,7.00E-74,279,204,5,51.66,3
RosBREED_snp_tart_cherry_a_Pp5_16216710,HiC_scaffold_13,95.63,206,5,3,1,204,23279686,23279889,3.00E-88,327,204,5,51.66,3
RosBREED_snp_tart_cherry_a_Pp5_16330689,HiC_scaffold_13,95.15,206,7,2,1,204,23382406,23382610,1.00E-86,322,204,5,51.83,3
RosBREED_snp_tart_cherry_a_Pp5_16330689,HiC_scaffold_14,94.66,206,8,2,1,204,22646138,22646342,5.00E-85,316,204,5,51.83,3
RosBREED_snp_tart_cherry_a_Pp5_16330689,HiC_scaffold_15,97.09,206,3,2,1,204,18565714,18565918,3.00E-93,344,204,5,51.83,3
RosBREED_snp_tart_cherry_a_Pp5_16585374,HiC_scaffold_14,98.51,201,1,2,4,204,22951945,22952143,4.00E-96,353,204,5,52.51,3
RosBREED_snp_tart_cherry_a_Pp5_16585374,HiC_scaffold_13,98.01,201,2,2,4,204,23719458,23719656,2.00E-94,348,204,5,52.51,3
RosBREED_snp_tart_cherry_a_Pp5_16585374,HiC_scaffold_15,95.52,201,7,2,4,204,18873939,18874137,4.00E-86,320,204,5,52.51,3
RosBREED_snp_tart_cherry_a_Pp5_16720675,HiC_scaffold_14,94.01,167,7,3,38,204,23036296,23036459,6.00E-65,250,204,5,52.73,4
RosBREED_snp_tart_cherry_a_Pp5_16720675,HiC_scaffold_15,94.97,179,5,4,26,204,18982348,18982522,3.00E-73,278,204,5,52.73,4
RosBREED_snp_tart_cherry_a_Pp5_16720675,HiC_scaffold_13,95.27,169,5,3,36,204,23817783,23817948,2.00E-69,265,204,5,52.73,4
RosBREED_snp_tart_cherry_a_Pp5_16720675,HiC_scaffold_14,92.82,181,10,2,24,204,23047536,23047713,9.00E-68,259,204,5,52.73,4
RosBREED_snp_tart_cherry_a_Pp5_17134242,HiC_scaffold_14,96.08,204,7,1,1,204,23531821,23532023,2.00E-89,331,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17134242,HiC_scaffold_13,96.08,204,7,1,1,204,24384480,24384682,2.00E-89,331,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17134242,HiC_scaffold_15,96.57,204,6,1,1,204,19476132,19476334,4.00E-91,337,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17175943,HiC_scaffold_13,98.04,204,3,1,1,204,24423945,24424147,4.00E-96,353,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17175943,HiC_scaffold_15,97.55,204,4,1,1,204,19520200,19520402,2.00E-94,348,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17175943,HiC_scaffold_14,97.55,204,4,1,1,204,23577402,23577604,2.00E-94,348,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17224386,HiC_scaffold_15,96.08,204,4,2,1,204,19565960,19566159,7.00E-89,329,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17224386,HiC_scaffold_13,95.59,204,5,2,1,204,24478957,24479156,3.00E-87,324,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17224386,HiC_scaffold_14,95.12,205,5,3,1,204,23634337,23634537,2.00E-85,318,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17279418,HiC_scaffold_13,97.01,201,4,2,1,201,24550239,24550437,4.00E-91,337,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17279418,HiC_scaffold_14,97.49,199,3,2,3,201,23697927,23698123,1.00E-91,339,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17279418,HiC_scaffold_15,97.95,195,3,1,7,201,19640224,19640417,4.00E-91,337,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17389482,HiC_scaffold_13,99.02,204,1,1,1,204,24705734,24705936,2.00E-99,364,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17389482,HiC_scaffold_14,98.53,204,2,1,1,204,23802187,23802389,9.00E-98,359,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17389482,HiC_scaffold_15,98.53,204,2,1,1,204,19740065,19740267,9.00E-98,359,204,5,53.91,3
RosBREED_snp_tart_cherry_a_Pp5_17805694,HiC_scaffold_13,98.52,203,1,2,1,203,25266205,25266405,3.00E-97,357,204,5,55.51,3
RosBREED_snp_tart_cherry_a_Pp5_17805694,HiC_scaffold_15,99.01,203,1,1,1,203,20194247,20194448,7.00E-99,363,204,5,55.51,3
RosBREED_snp_tart_cherry_a_Pp5_17805694,HiC_scaffold_14,98.02,202,3,1,1,202,24259223,24259423,5.00E-95,350,204,5,55.51,3
RosBREED_snp_tart_cherry_a_Pp5_17997178,HiC_scaffold_14,94.12,204,5,3,1,204,24418321,24418517,4.00E-81,303,204,5,55.6,3
RosBREED_snp_tart_cherry_a_Pp5_17997178,HiC_scaffold_13,93.56,202,6,6,1,202,25457294,25457488,3.00E-78,294,204,5,55.6,3
RosBREED_snp_tart_cherry_a_Pp5_17997178,HiC_scaffold_15,97.55,204,4,1,1,204,20399331,20399533,2.00E-94,348,204,5,55.6,3
RosBREED_snp_tart_cherry_a_Pp5_18183048,HiC_scaffold_13,95.59,204,3,2,1,204,25655827,25656024,1.00E-86,322,204,5,56.44,3
RosBREED_snp_tart_cherry_a_Pp5_18183048,HiC_scaffold_15,96.08,204,2,2,1,204,20577612,20577809,3.00E-88,327,204,5,56.44,3
RosBREED_snp_tart_cherry_a_Pp5_18183048,HiC_scaffold_14,95.59,204,3,2,1,204,24615193,24615390,1.00E-86,322,204,5,56.44,3
RosBREED_snp_tart_cherry_a_Pp6_00211002,HiC_scaffold_17,98.53,204,2,1,1,204,4474051,4474253,9.00E-98,359,204,6,12.94,3
RosBREED_snp_tart_cherry_a_Pp6_00211002,HiC_scaffold_16,97.06,204,5,1,1,204,4420587,4420789,9.00E-93,342,204,6,12.94,3
RosBREED_snp_tart_cherry_a_Pp6_00211002,HiC_scaffold_18,98.04,204,3,1,1,204,4669559,4669761,4.00E-96,353,204,6,12.94,3
RosBREED_snp_tart_cherry_a_Pp6_00321392,HiC_scaffold_16,98.03,203,3,1,1,203,4534081,4534282,2.00E-95,351,204,6,13.45,3
RosBREED_snp_tart_cherry_a_Pp6_00321392,HiC_scaffold_17,97.54,203,4,1,1,203,4573286,4573487,7.00E-94,346,204,6,13.45,3
RosBREED_snp_tart_cherry_a_Pp6_00321392,HiC_scaffold_18,98.52,203,2,1,1,203,4780718,4780919,3.00E-97,357,204,6,13.45,3
RosBREED_snp_tart_cherry_a_Pp6_01224514,HiC_scaffold_17,98.45,194,2,1,1,194,46850,46658,3.00E-92,340,204,6,0,3
RosBREED_snp_tart_cherry_a_Pp6_01224514,HiC_scaffold_16,97.09,206,2,2,1,203,58525,58321,3.00E-93,344,204,6,0,3
RosBREED_snp_tart_cherry_a_Pp6_01224514,HiC_scaffold_18,96.6,206,3,2,1,203,791233,791029,1.00E-91,339,204,6,0,3
RosBREED_snp_tart_cherry_a_Pp6_01734892,HiC_scaffold_16,95.17,207,4,6,1,202,3696412,3696207,1.00E-86,322,204,6,10,4
RosBREED_snp_tart_cherry_a_Pp6_01734892,HiC_scaffold_18,97.55,204,4,1,1,204,4009247,4009045,2.00E-94,348,204,6,10,4
RosBREED_snp_tart_cherry_a_Pp6_01734892,HiC_scaffold_16,95.17,207,4,6,1,202,3703237,3703032,1.00E-86,322,204,6,10,4
RosBREED_snp_tart_cherry_a_Pp6_01734892,HiC_scaffold_17,95.02,201,8,2,1,200,3697103,3696904,2.00E-84,315,204,6,10,4
RosBREED_snp_tart_cherry_a_Pp6_02177630,HiC_scaffold_16,98.53,204,2,1,1,204,3162410,3162208,9.00E-98,359,204,6,9.64,3
RosBREED_snp_tart_cherry_a_Pp6_02177630,HiC_scaffold_17,98.53,204,2,1,1,204,3182868,3182666,9.00E-98,359,204,6,9.64,3
RosBREED_snp_tart_cherry_a_Pp6_02177630,HiC_scaffold_18,98.04,204,3,1,1,204,3553781,3553579,4.00E-96,353,204,6,9.64,3
RosBREED_snp_tart_cherry_a_Pp6_02296217,HiC_scaffold_16,98.04,204,3,1,1,204,3008404,3008202,4.00E-96,353,204,6,9.46,3
RosBREED_snp_tart_cherry_a_Pp6_02296217,HiC_scaffold_18,98.53,204,2,1,1,204,3430304,3430102,9.00E-98,359,204,6,9.46,3
