Pcer_004238-RA Pfrut_003312-RA
Pcer_002346-RA Pfrut_086493-RA
Pcer_000523-RA Pfrut_031870-RA
Pcer_016157-RA Pfrut_029382-RA
Pcer_023348-RA Pfrut_029951-RA
Pcer_062265-RA Pfrut_045523-RA
Pcer_061421-RA Pfrut_062102-RA
Pcer_002372-RA Pfrut_086517-RA
Pcer_016551-RA Pfrut_053515-RA
Pcer_002792-RA Pfrut_007277-RA
Pcer_000755-RA Pfrut_015535-RA
Pcer_039403-RA Pfrut_001789-RA
Pcer_000704-RA Pfrut_015668-RA
Pcer_062084-RA Pfrut_045331-RA
Pcer_019309-RA Pfrut_007666-RA
Pcer_018675-RA Pfrut_081228-RA
Pcer_038449-RA Pfrut_000776-RA
Pcer_003021-RA Pfrut_081429-RA
Pcer_018677-RA Pfrut_081226-RA
Pcer_062466-RA Pfrut_045738-RA
Pcer_062592-RA Pfrut_073479-RA
Pcer_055117-RA Pfrut_025180-RA
Pcer_075470-RA Pfrut_036006-RA
Pcer_075041-RA Pfrut_013670-RA
Pcer_002390-RA Pfrut_086533-RA
Pcer_061942-RA Pfrut_018076-RA
Pcer_003644-RA Pfrut_056894-RA
Pcer_037755-RA Pfrut_000012-RA
Pcer_025658-RA Pfrut_078795-RA
Pcer_039384-RA Pfrut_055711-RA
Pcer_092550-RA Pfrut_080347-RA
Pcer_061764-RA Pfrut_073104-RA
Pcer_025316-RA Pfrut_088064-RA
Pcer_018705-RA Pfrut_081195-RA
Pcer_075873-RA Pfrut_063913-RA
Pcer_003455-RA Pfrut_081843-RA
Pcer_054833-RA Pfrut_027753-RA
Pcer_004691-RA Pfrut_002836-RA
Pcer_092165-RA Pfrut_079946-RA
Pcer_003838-RA Pfrut_056694-RA
Pcer_075206-RA Pfrut_013851-RA
Pcer_004453-RA Pfrut_003072-RA
Pcer_092193-RA Pfrut_079980-RA
Pcer_000027-RA Pfrut_043586-RA
Pcer_039360-RA Pfrut_001733-RA
Pcer_016740-RA Pfrut_053317-RA
Pcer_092751-RA Pfrut_080590-RA
Pcer_092565-RA Pfrut_080360-RA
Pcer_023046-RA Pfrut_049518-RA
Pcer_016064-RA Pfrut_021781-RA
Pcer_054526-RA Pfrut_087033-RA
Pcer_023454-RA Pfrut_030076-RA
Pcer_003005-RA Pfrut_081410-RA
Pcer_061490-RA Pfrut_072768-RA
Pcer_004198-RA Pfrut_007100-RA
Pcer_060799-RA Pfrut_035318-RA
Pcer_075100-RA Pfrut_013745-RA
Pcer_017426-RA Pfrut_036826-RA
Pcer_025584-RA Pfrut_097869-RA
Pcer_001990-RA Pfrut_086124-RA
Pcer_062530-RA Pfrut_045808-RA
Pcer_092291-RA Pfrut_099395-RA
Pcer_060662-RA Pfrut_035454-RA
Pcer_023668-RA Pfrut_037863-RA
Pcer_063087-RA Pfrut_010650-RA
Pcer_017357-RA Pfrut_016664-RA
Pcer_004613-RA Pfrut_002910-RA
Pcer_023629-RA Pfrut_037821-RA
Pcer_002349-RA Pfrut_086496-RA
Pcer_002149-RA Pfrut_086305-RA
Pcer_075709-RA Pfrut_063763-RA
Pcer_073633-RA Pfrut_036400-RA
Pcer_018340-RA Pfrut_011752-RA
Pcer_060945-RA Pfrut_079061-RA
Pcer_093792-RA Pfrut_025125-RA
Pcer_002091-RA Pfrut_086236-RA
Pcer_075826-RA Pfrut_076414-RA
Pcer_002046-RA Pfrut_060001-RA
Pcer_039760-RA Pfrut_002142-RA
Pcer_002417-RA Pfrut_086561-RA
Pcer_075113-RA Pfrut_013757-RA
Pcer_093727-RA Pfrut_005365-RA
Pcer_060538-RA Pfrut_035561-RA
Pcer_061238-RA Pfrut_065874-RA
Pcer_075742-RA Pfrut_063790-RA
Pcer_053787-RA Pfrut_061290-RA
Pcer_038850-RA Pfrut_001210-RA
Pcer_093029-RA Pfrut_092587-RA
Pcer_073810-RA Pfrut_036618-RA
Pcer_023982-RA Pfrut_094178-RA
Pcer_004866-RA Pfrut_035155-RA
Pcer_076093-RA Pfrut_062340-RA
Pcer_039672-RA Pfrut_002051-RA
Pcer_039763-RA Pfrut_002144-RA
Pcer_062259-RA Pfrut_045517-RA
Pcer_016909-RA Pfrut_024811-RA
Pcer_075448-RA Pfrut_035982-RA
Pcer_074056-RA Pfrut_020795-RA
Pcer_023447-RA Pfrut_030072-RA
Pcer_004172-RA Pfrut_043359-RA
Pcer_039206-RA Pfrut_001573-RA
Pcer_039161-RA Pfrut_001533-RA
Pcer_023557-RA Pfrut_022451-RA
Pcer_037416-RA Pfrut_063178-RA
Pcer_053535-RA Pfrut_057023-RA
Pcer_039226-RA Pfrut_001592-RA
Pcer_074861-RA Pfrut_058321-RA
Pcer_003098-RA Pfrut_081512-RA
Pcer_000924-RA Pfrut_015355-RA
Pcer_039586-RA Pfrut_001969-RA
Pcer_003689-RA Pfrut_056846-RA
Pcer_002413-RA Pfrut_086558-RA
Pcer_003820-RA Pfrut_056716-RA
Pcer_062760-RA Pfrut_046030-RA
Pcer_023728-RA Pfrut_037925-RA
Pcer_053430-RA FUN_027793-T1
Pcer_094364-RA Pfrut_030956-RA
Pcer_062556-RA Pfrut_045833-RA
Pcer_038179-RA Pfrut_059934-RA
Pcer_004578-RA Pfrut_002948-RA
Pcer_055229-RA Pfrut_028593-RA
Pcer_023528-RA Pfrut_037700-RA
Pcer_075000-RA Pfrut_013627-RA
Pcer_061060-RA Pfrut_079204-RA
Pcer_038672-RA Pfrut_001026-RA
Pcer_015937-RA Pfrut_021924-RA
Pcer_074744-RA Pfrut_062789-RA
Pcer_039061-RA Pfrut_001430-RA
Pcer_062368-RA Pfrut_045633-RA
Pcer_018769-RA Pfrut_081105-RA
Pcer_019120-RA Pfrut_080715-RA
Pcer_075294-RA Pfrut_013943-RA
Pcer_038069-RA Pfrut_000374-RA
Pcer_092323-RA Pfrut_025240-RA
Pcer_023487-RA Pfrut_037652-RA
Pcer_094716-RA Pfrut_072422-RA
Pcer_025373-RA Pfrut_097650-RA
Pcer_073132-RA Pfrut_055008-RA
Pcer_039702-RA Pfrut_002084-RA
Pcer_023930-RA Pfrut_094245-RA
Pcer_005189-RA Pfrut_035845-RA
Pcer_017010-RA Pfrut_024932-RA
Pcer_074229-RA Pfrut_006112-RA
Pcer_019307-RA Pfrut_007668-RA
Pcer_001943-RA Pfrut_086078-RA
Pcer_002232-RA Pfrut_090281-RA
Pcer_073456-RA Pfrut_060464-RA
Pcer_023383-RA Pfrut_029998-RA
Pcer_003814-RA Pfrut_056722-RA
Pcer_075781-RA Pfrut_063826-RA
Pcer_003662-RA Pfrut_056876-RA
Pcer_038608-RA Pfrut_000956-RA
Pcer_062469-RA Pfrut_045740-RA
Pcer_016912-RA Pfrut_024816-RA
Pcer_039234-RA Pfrut_001597-RA
Pcer_023334-RA Pfrut_029937-RA
Pcer_000356-RA Pfrut_032063-RA
Pcer_039111-RA Pfrut_021332-RA
Pcer_054762-RA Pfrut_048556-RA
Pcer_016670-RA Pfrut_053390-RA
Pcer_023333-RA Pfrut_029936-RA
Pcer_038958-RA Pfrut_061388-RA
Pcer_092317-RA Pfrut_025234-RA
Pcer_005052-RA Pfrut_002439-RA
Pcer_062071-RA Pfrut_045319-RA
Pcer_001844-RA Pfrut_014346-RA
Pcer_023156-RA Pfrut_027463-RA
Pcer_062979-RA Pfrut_046252-RA
Pcer_037520-RA Pfrut_051876-RA
Pcer_061257-RA Pfrut_065893-RA
Pcer_038165-RA Pfrut_000487-RA
Pcer_003141-RA Pfrut_081557-RA
Pcer_060995-RA Pfrut_079148-RA
Pcer_025437-RA Pfrut_097734-RA
Pcer_062828-RA Pfrut_046093-RA
Pcer_004546-RA Pfrut_075047-RA
Pcer_039233-RA Pfrut_001596-RA
Pcer_075869-RA Pfrut_063909-RA
Pcer_005258-RA Pfrut_035764-RA
Pcer_002351-RA Pfrut_086499-RA
Pcer_003673-RA Pfrut_056866-RA
Pcer_003431-RA Pfrut_081819-RA
Pcer_023393-RA Pfrut_030010-RA
Pcer_003299-RA Pfrut_081702-RA
Pcer_016530-RA Pfrut_054441-RA
Pcer_074986-RA Pfrut_013606-RA
Pcer_018784-RA Pfrut_081085-RA
Pcer_055332-RA Pfrut_048862-RA
Pcer_023011-RA Pfrut_049486-RA
Pcer_018778-RA Pfrut_081096-RA
Pcer_005228-RA Pfrut_064186-RA
Pcer_016806-RA Pfrut_062087-RA
Pcer_004819-RA Pfrut_002701-RA
Pcer_018050-RA Pfrut_101495-RA
Pcer_001984-RA Pfrut_086119-RA
Pcer_003843-RA Pfrut_056689-RA
Pcer_055276-RA Pfrut_006259-RA
Pcer_016845-RA Pfrut_024736-RA
Pcer_093750-RA Pfrut_005339-RA
Pcer_002443-RA Pfrut_054095-RA
Pcer_002482-RA Pfrut_086631-RA
Pcer_000947-RA Pfrut_015330-RA
Pcer_018173-RA Pfrut_049179-RA
Pcer_023465-RA Pfrut_030086-RA
Pcer_023527-RA Pfrut_037699-RA
Pcer_075745-RA Pfrut_063793-RA
Pcer_093002-RA Pfrut_092623-RA
Pcer_025715-RA Pfrut_078717-RA
Pcer_062367-RA Pfrut_045632-RA
Pcer_016092-RA Pfrut_029463-RA
Pcer_001019-RA Pfrut_015247-RA
Pcer_062737-RA Pfrut_046009-RA
Pcer_038327-RA Pfrut_000651-RA
Pcer_062413-RA Pfrut_045680-RA
Pcer_002558-RA Pfrut_086726-RA
Pcer_038715-RA Pfrut_049957-RA
Pcer_015835-RA Pfrut_022033-RA
Pcer_092859-RA Pfrut_049040-RA
Pcer_063001-RA Pfrut_046275-RA
Pcer_023008-RA Pfrut_049482-RA
Pcer_019271-RA Pfrut_007703-RA
Pcer_000972-RA Pfrut_015303-RA
Pcer_038065-RA Pfrut_000370-RA
Pcer_073303-RA Pfrut_054840-RA
Pcer_004405-RA Pfrut_003130-RA
Pcer_072822-RA Pfrut_055376-RA
Pcer_038679-RA Pfrut_001036-RA
Pcer_039772-RA Pfrut_002151-RA
Pcer_017002-RA Pfrut_024923-RA
Pcer_062187-RA Pfrut_054267-RA
Pcer_054752-RA Pfrut_048546-RA
Pcer_038494-RA Pfrut_000822-RA
Pcer_093960-RA Pfrut_010295-RA
Pcer_075139-RA Pfrut_013790-RA
Pcer_001920-RA Pfrut_014271-RA
Pcer_038726-RA Pfrut_049948-RA
Pcer_073457-RA Pfrut_060463-RA
Pcer_024141-RA Pfrut_009963-RA
Pcer_004801-RA Pfrut_002718-RA
Pcer_063050-RA Pfrut_010611-RA
Pcer_039533-RA Pfrut_001920-RA
Pcer_039507-RA Pfrut_001893-RA
Pcer_001083-RA Pfrut_015171-RA
Pcer_025194-RA Pfrut_099817-RA
Pcer_023034-RA Pfrut_049508-RA
Pcer_004636-RA Pfrut_002888-RA
Pcer_037997-RA Pfrut_000299-RA
Pcer_093915-RA Pfrut_005184-RA
Pcer_001824-RA Pfrut_014369-RA
Pcer_001947-RA Pfrut_086083-RA
Pcer_039706-RA Pfrut_002088-RA
Pcer_075190-RA Pfrut_013835-RA
Pcer_094469-RA Pfrut_031058-RA
Pcer_016345-RA Pfrut_053725-RA
Pcer_094850-RA Pfrut_072277-RA
Pcer_062080-RA Pfrut_045329-RA
Pcer_000346-RA Pfrut_022496-RA
Pcer_062932-RA Pfrut_084712-RA
Pcer_002012-RA Pfrut_086147-RA
Pcer_005273-RA Pfrut_035746-RA
Pcer_093843-RA Pfrut_005259-RA
Pcer_000149-RA Pfrut_032271-RA
Pcer_019418-RA Pfrut_007552-RA
Pcer_002938-RA Pfrut_059571-RA
Pcer_003556-RA Pfrut_009399-RA
Pcer_004850-RA Pfrut_035137-RA
Pcer_024240-RA Pfrut_093904-RA
Pcer_025506-RA Pfrut_097785-RA
Pcer_002629-RA Pfrut_086800-RA
Pcer_016055-RA Pfrut_021793-RA
Pcer_017853-RA Pfrut_101720-RA
Pcer_062260-RA Pfrut_045518-RA
Pcer_016756-RA Pfrut_053295-RA
Pcer_002162-RA Pfrut_086321-RA
Pcer_038759-RA Pfrut_101457-RA
Pcer_002696-RA Pfrut_086879-RA
Pcer_093477-RA Pfrut_005637-RA
Pcer_072799-RA Pfrut_055399-RA
Pcer_075370-RA Pfrut_031312-RA
Pcer_024925-RA Pfrut_039643-RA
Pcer_060776-RA Pfrut_035339-RA
Pcer_061322-RA Pfrut_097147-RA
Pcer_075797-RA Pfrut_063838-RA
Pcer_062338-RA Pfrut_045595-RA
Pcer_003818-RA Pfrut_056718-RA
Pcer_004698-RA Pfrut_002830-RA
Pcer_062349-RA Pfrut_045608-RA
Pcer_092425-RA Pfrut_080226-RA
Pcer_075215-RA Pfrut_013859-RA
Pcer_092887-RA Pfrut_092762-RA
Pcer_037991-RA Pfrut_000292-RA
Pcer_039354-RA Pfrut_001729-RA
Pcer_015828-RA Pfrut_022042-RA
Pcer_075447-RA Pfrut_035980-RA
Pcer_060534-RA Pfrut_035564-RA
Pcer_074743-RA Pfrut_052051-RA
Pcer_003011-RA Pfrut_081417-RA
Pcer_055331-RA Pfrut_048861-RA
Pcer_018664-RA Pfrut_081237-RA
Pcer_075446-RA Pfrut_035979-RA
Pcer_062761-RA Pfrut_046031-RA
Pcer_002108-RA Pfrut_086256-RA
Pcer_053499-RA Pfrut_091136-RA
Pcer_038508-RA Pfrut_000836-RA
Pcer_074935-RA Pfrut_063007-RA
Pcer_075201-RA Pfrut_013846-RA
Pcer_060646-RA Pfrut_035467-RA
Pcer_001062-RA Pfrut_015201-RA
Pcer_039651-RA Pfrut_002030-RA
Pcer_003104-RA Pfrut_081517-RA
Pcer_002246-RA Pfrut_086395-RA
Pcer_094906-RA Pfrut_072214-RA
Pcer_062682-RA Pfrut_045952-RA
Pcer_093410-RA Pfrut_024247-RA
Pcer_039603-RA Pfrut_071776-RA
Pcer_039590-RA Pfrut_001974-RA
Pcer_005233-RA Pfrut_035793-RA
Pcer_003560-RA Pfrut_009395-RA
Pcer_038049-RA Pfrut_000353-RA
Pcer_075465-RA Pfrut_036000-RA
Pcer_038195-RA Pfrut_076368-RA
Pcer_037856-RA Pfrut_000141-RA
Pcer_073202-RA Pfrut_054950-RA
Pcer_093058-RA Pfrut_004938-RA
Pcer_000024-RA Pfrut_043588-RA
Pcer_054729-RA Pfrut_048524-RA
Pcer_001846-RA Pfrut_014344-RA
Pcer_018011-RA Pfrut_072470-RA
Pcer_016735-RA Pfrut_053322-RA
Pcer_062091-RA Pfrut_045339-RA
Pcer_062755-RA Pfrut_046025-RA
Pcer_074392-RA Pfrut_096370-RA
Pcer_002955-RA Pfrut_093290-RA
Pcer_061263-RA Pfrut_065899-RA
Pcer_061461-RA Pfrut_023682-RA
Pcer_037954-RA Pfrut_000257-RA
Pcer_000033-RA Pfrut_043580-RA
Pcer_002068-RA Pfrut_086210-RA
Pcer_074865-RA Pfrut_058325-RA
Pcer_037736-RA Pfrut_051625-RA
Pcer_076074-RA Pfrut_018012-RA
Pcer_093919-RA Pfrut_005179-RA
Pcer_076099-RA Pfrut_088344-RA
Pcer_024166-RA Pfrut_009353-RA
Pcer_004627-RA Pfrut_002896-RA
Pcer_000265-RA Pfrut_101297-RA
Pcer_062688-RA Pfrut_045959-RA
Pcer_053404-RA Pfrut_057577-RA
Pcer_018297-RA Pfrut_011795-RA
Pcer_019264-RA Pfrut_007710-RA
Pcer_072984-RA Pfrut_055197-RA
Pcer_093478-RA Pfrut_005636-RA
Pcer_093846-RA Pfrut_005256-RA
Pcer_092992-RA Pfrut_092638-RA
Pcer_016698-RA Pfrut_053357-RA
Pcer_002062-RA Pfrut_086205-RA
Pcer_004694-RA Pfrut_002833-RA
Pcer_094860-RA Pfrut_072262-RA
Pcer_054734-RA Pfrut_048528-RA
Pcer_093005-RA Pfrut_092619-RA
Pcer_002574-RA Pfrut_086742-RA
Pcer_038657-RA Pfrut_001013-RA
Pcer_001982-RA Pfrut_086117-RA
Pcer_018932-RA Pfrut_080908-RA
Pcer_000009-RA Pfrut_029245-RA
Pcer_019186-RA Pfrut_007785-RA
Pcer_094839-RA Pfrut_006014-RA
Pcer_075039-RA Pfrut_013668-RA
Pcer_016117-RA Pfrut_029425-RA
Pcer_018274-RA Pfrut_011819-RA
Pcer_092798-RA Pfrut_088455-RA
Pcer_074934-RA Pfrut_063005-RA
Pcer_039608-RA Pfrut_001990-RA
Pcer_038697-RA Pfrut_079639-RA
Pcer_093384-RA Pfrut_024280-RA
Pcer_019043-RA Pfrut_080785-RA
Pcer_000478-RA Pfrut_031917-RA
Pcer_023336-RA Pfrut_029939-RA
Pcer_061497-RA Pfrut_072773-RA
Pcer_003811-RA Pfrut_022226-RA
Pcer_062371-RA Pfrut_045635-RA
Pcer_038001-RA Pfrut_000303-RA
Pcer_018105-RA Pfrut_049109-RA
Pcer_004246-RA Pfrut_003304-RA
Pcer_016887-RA Pfrut_024785-RA
Pcer_005209-RA Pfrut_035823-RA
Pcer_075830-RA Pfrut_063872-RA
Pcer_093745-RA Pfrut_005345-RA
Pcer_038036-RA Pfrut_000340-RA
Pcer_074642-RA Pfrut_096683-RA
Pcer_001581-RA Pfrut_010042-RA
Pcer_016939-RA Pfrut_024842-RA
Pcer_055275-RA Pfrut_006258-RA
Pcer_019396-RA Pfrut_007574-RA
Pcer_002893-RA Pfrut_059515-RA
Pcer_005231-RA Pfrut_035797-RA
Pcer_060757-RA Pfrut_035365-RA
Pcer_023678-RA Pfrut_037873-RA
Pcer_025554-RA Pfrut_097835-RA
Pcer_092074-RA Pfrut_079845-RA
Pcer_062026-RA Pfrut_045276-RA
Pcer_025711-RA Pfrut_078723-RA
Pcer_002156-RA Pfrut_086311-RA
Pcer_093595-RA Pfrut_005498-RA
Pcer_061245-RA Pfrut_065880-RA
Pcer_094854-RA Pfrut_072268-RA
Pcer_005196-RA Pfrut_035837-RA
Pcer_004054-RA Pfrut_003494-RA
Pcer_003222-RA Pfrut_081630-RA
Pcer_003765-RA Pfrut_056766-RA
Pcer_062089-RA Pfrut_045337-RA
Pcer_062985-RA Pfrut_046256-RA
Pcer_004622-RA Pfrut_002900-RA
Pcer_037929-RA Pfrut_000234-RA
Pcer_018183-RA Pfrut_049191-RA
Pcer_003448-RA Pfrut_081836-RA
Pcer_001945-RA Pfrut_086081-RA
Pcer_038329-RA Pfrut_000654-RA
Pcer_018684-RA Pfrut_081219-RA
Pcer_004604-RA Pfrut_002920-RA
Pcer_054897-RA Pfrut_025591-RA
Pcer_060778-RA Pfrut_035337-RA
Pcer_003845-RA Pfrut_056686-RA
Pcer_076008-RA Pfrut_064052-RA
Pcer_038066-RA Pfrut_000371-RA
Pcer_075774-RA Pfrut_063819-RA
Pcer_002123-RA Pfrut_086272-RA
Pcer_017576-RA Pfrut_041125-RA
Pcer_003721-RA Pfrut_074518-RA
Pcer_054519-RA Pfrut_087027-RA
Pcer_062364-RA Pfrut_045629-RA
Pcer_002695-RA Pfrut_086878-RA
Pcer_062264-RA Pfrut_045522-RA
Pcer_025405-RA Pfrut_097686-RA
Pcer_074987-RA Pfrut_013607-RA
Pcer_076056-RA Pfrut_062307-RA
Pcer_062148-RA Pfrut_045394-RA
Pcer_075328-RA Pfrut_031272-RA
Pcer_061254-RA Pfrut_065889-RA
Pcer_039722-RA Pfrut_002100-RA
Pcer_092071-RA Pfrut_079839-RA
Pcer_075699-RA Pfrut_063752-RA
Pcer_074287-RA Pfrut_037426-RA
Pcer_001460-RA Pfrut_014788-RA
Pcer_060979-RA Pfrut_079120-RA
Pcer_094830-RA Pfrut_072300-RA
Pcer_075733-RA Pfrut_063785-RA
Pcer_003401-RA Pfrut_087101-RA
Pcer_001067-RA Pfrut_015195-RA
Pcer_073218-RA Pfrut_054924-RA
Pcer_025310-RA Pfrut_099986-RA
Pcer_072829-RA Pfrut_055366-RA
Pcer_025508-RA Pfrut_097788-RA
Pcer_061237-RA Pfrut_065873-RA
Pcer_005000-RA Pfrut_002499-RA
Pcer_003391-RA Pfrut_081784-RA
Pcer_016677-RA Pfrut_053383-RA
Pcer_039790-RA Pfrut_002172-RA
Pcer_094810-RA Pfrut_072323-RA
Pcer_016773-RA Pfrut_053277-RA
Pcer_094811-RA Pfrut_072322-RA
Pcer_001963-RA Pfrut_086096-RA
Pcer_001956-RA Pfrut_086090-RA
Pcer_000138-RA Pfrut_043468-RA
Pcer_075441-RA Pfrut_035974-RA
Pcer_018661-RA Pfrut_081240-RA
Pcer_039090-RA Pfrut_001465-RA
Pcer_018826-RA Pfrut_081040-RA
Pcer_039596-RA Pfrut_001980-RA
Pcer_018681-RA Pfrut_081222-RA
Pcer_002363-RA Pfrut_086508-RA
Pcer_062101-RA Pfrut_045350-RA
Pcer_039689-RA Pfrut_060112-RA
Pcer_092881-RA Pfrut_092768-RA
Pcer_092904-RA Pfrut_092743-RA
Pcer_037918-RA Pfrut_000220-RA
Pcer_092984-RA Pfrut_092646-RA
Pcer_054671-RA Pfrut_022882-RA
Pcer_023248-RA Pfrut_029833-RA
Pcer_037564-RA Pfrut_051820-RA
Pcer_075092-RA Pfrut_013731-RA
Pcer_039659-RA Pfrut_002033-RA
Pcer_018495-RA Pfrut_011582-RA
Pcer_017060-RA Pfrut_079386-RA
Pcer_038810-RA Pfrut_001176-RA
Pcer_025674-RA Pfrut_078773-RA
Pcer_062388-RA Pfrut_045654-RA
Pcer_094904-RA Pfrut_072217-RA
Pcer_016625-RA Pfrut_053435-RA
Pcer_075443-RA Pfrut_035976-RA
Pcer_075969-RA Pfrut_064006-RA
Pcer_039782-RA Pfrut_002166-RA
Pcer_018305-RA Pfrut_100050-RA
Pcer_075892-RA Pfrut_063932-RA
Pcer_054537-RA Pfrut_048102-RA
Pcer_092688-RA Pfrut_080502-RA
Pcer_019122-RA Pfrut_080712-RA
Pcer_037599-RA Pfrut_051776-RA
Pcer_001934-RA Pfrut_086063-RA
Pcer_038967-RA Pfrut_061382-RA
Pcer_094871-RA Pfrut_072252-RA
Pcer_018392-RA Pfrut_011699-RA
Pcer_002878-RA Pfrut_013043-RA
Pcer_004589-RA Pfrut_002937-RA
Pcer_039129-RA Pfrut_001502-RA
Pcer_074455-RA Pfrut_032909-RA
Pcer_002355-RA Pfrut_086502-RA
Pcer_018520-RA Pfrut_011550-RA
Pcer_018777-RA Pfrut_081097-RA
Pcer_003121-RA Pfrut_081535-RA
Pcer_019169-RA Pfrut_007800-RA
Pcer_063071-RA Pfrut_046484-RA
Pcer_019256-RA Pfrut_007718-RA
Pcer_024913-RA Pfrut_024423-RA
Pcer_002230-RA Pfrut_086382-RA
Pcer_004053-RA Pfrut_003495-RA
Pcer_016931-RA Pfrut_024832-RA
Pcer_025321-RA Pfrut_099998-RA
Pcer_019305-RA Pfrut_007670-RA
Pcer_092328-RA Pfrut_080116-RA
Pcer_017253-RA Pfrut_040037-RA
Pcer_023356-RA Pfrut_029962-RA
Pcer_003105-RA Pfrut_081518-RA
Pcer_062468-RA Pfrut_045739-RA
Pcer_038754-RA Pfrut_001117-RA
Pcer_024910-RA Pfrut_024426-RA
Pcer_002279-RA Pfrut_086429-RA
Pcer_054831-RA Pfrut_027751-RA
Pcer_093725-RA Pfrut_005367-RA
Pcer_053536-RA Pfrut_057022-RA
Pcer_039352-RA Pfrut_001727-RA
Pcer_004741-RA Pfrut_002785-RA
Pcer_073463-RA Pfrut_060455-RA
Pcer_093852-RA Pfrut_005253-RA
Pcer_002890-RA Pfrut_059510-RA
Pcer_016886-RA Pfrut_024784-RA
Pcer_016065-RA Pfrut_021780-RA
Pcer_093357-RA Pfrut_005836-RA
Pcer_025561-RA Pfrut_097842-RA
Pcer_016929-RA Pfrut_024830-RA
Pcer_003151-RA Pfrut_023736-RA
Pcer_002763-RA Pfrut_027265-RA
Pcer_055251-RA Pfrut_014012-RA
Pcer_018538-RA Pfrut_011526-RA
Pcer_025393-RA Pfrut_097672-RA
Pcer_002888-RA Pfrut_059507-RA
Pcer_025433-RA Pfrut_097730-RA
Pcer_054756-RA Pfrut_048551-RA
Pcer_016965-RA Pfrut_024872-RA
Pcer_016501-RA Pfrut_054403-RA
Pcer_002694-RA Pfrut_086877-RA
Pcer_018526-RA Pfrut_011541-RA
Pcer_062252-RA Pfrut_045504-RA
Pcer_025647-RA Pfrut_078812-RA
Pcer_075865-RA Pfrut_063905-RA
Pcer_003837-RA Pfrut_056695-RA
Pcer_037752-RA Pfrut_000009-RA
Pcer_076010-RA Pfrut_064053-RA
Pcer_075081-RA Pfrut_013716-RA
Pcer_075782-RA Pfrut_063827-RA
Pcer_004835-RA Pfrut_002685-RA
Pcer_063094-RA Pfrut_010654-RA
Pcer_023042-RA Pfrut_049515-RA
Pcer_023378-RA Pfrut_029991-RA
Pcer_053418-RA Pfrut_057562-RA
Pcer_019035-RA Pfrut_080795-RA
Pcer_054770-RA Pfrut_101062-RA
Pcer_075218-RA Pfrut_013862-RA
Pcer_025555-RA Pfrut_097836-RA
Pcer_016851-RA Pfrut_043355-RA
Pcer_037672-RA Pfrut_051705-RA
Pcer_092080-RA Pfrut_079855-RA
Pcer_003377-RA Pfrut_081770-RA
Pcer_025671-RA Pfrut_078775-RA
Pcer_075661-RA Pfrut_063712-RA
Pcer_001970-RA Pfrut_086104-RA
Pcer_061249-RA Pfrut_065884-RA
Pcer_055089-RA Pfrut_007059-RA
Pcer_038210-RA Pfrut_000538-RA
Pcer_061536-RA Pfrut_097348-RA
Pcer_038384-RA Pfrut_023984-RA
Pcer_001304-RA Pfrut_014957-RA
Pcer_002485-RA Pfrut_086634-RA
Pcer_061192-RA Pfrut_055538-RA
Pcer_019369-RA Pfrut_007599-RA
Pcer_018738-RA Pfrut_081143-RA
Pcer_075866-RA Pfrut_063906-RA
Pcer_000900-RA Pfrut_015379-RA
Pcer_023727-RA Pfrut_037924-RA
Pcer_004102-RA Pfrut_003440-RA
Pcer_004648-RA Pfrut_002876-RA
Pcer_053560-RA Pfrut_017889-RA
Pcer_062495-RA Pfrut_045774-RA
Pcer_061363-RA Pfrut_097103-RA
Pcer_038322-RA Pfrut_000645-RA
Pcer_019261-RA Pfrut_007713-RA
Pcer_018715-RA Pfrut_081181-RA
Pcer_038698-RA Pfrut_079638-RA
Pcer_062207-RA Pfrut_045457-RA
Pcer_003272-RA Pfrut_081676-RA
Pcer_019349-RA Pfrut_007624-RA
Pcer_053485-RA Pfrut_091154-RA
Pcer_023677-RA Pfrut_037872-RA
Pcer_003746-RA Pfrut_074492-RA
Pcer_018127-RA Pfrut_049135-RA
Pcer_061256-RA Pfrut_065892-RA
Pcer_016265-RA Pfrut_099505-RA
Pcer_053633-RA Pfrut_087887-RA
Pcer_061770-RA Pfrut_073110-RA
Pcer_003381-RA Pfrut_081774-RA
Pcer_019374-RA Pfrut_007595-RA
Pcer_093688-RA Pfrut_005407-RA
Pcer_060725-RA Pfrut_035388-RA
Pcer_002895-RA Pfrut_059517-RA
Pcer_039544-RA Pfrut_001933-RA
Pcer_002556-RA Pfrut_086725-RA
Pcer_061993-RA Pfrut_082043-RA
Pcer_017948-RA Pfrut_101614-RA
Pcer_003753-RA Pfrut_074483-RA
Pcer_002568-RA Pfrut_086735-RA
Pcer_003459-RA Pfrut_081848-RA
Pcer_004747-RA Pfrut_002779-RA
Pcer_061595-RA Pfrut_072908-RA
Pcer_018929-RA Pfrut_080912-RA
Pcer_003096-RA Pfrut_081510-RA
Pcer_001829-RA Pfrut_014362-RA
Pcer_019335-RA Pfrut_007638-RA
Pcer_016684-RA Pfrut_053371-RA
Pcer_074763-RA Pfrut_062820-RA
Pcer_062939-RA Pfrut_034468-RA
Pcer_017322-RA Pfrut_016629-RA
Pcer_023020-RA Pfrut_056423-RA
Pcer_001260-RA Pfrut_032786-RA
Pcer_039673-RA Pfrut_002052-RA
Pcer_024481-RA Pfrut_093640-RA
Pcer_001359-RA Pfrut_014884-RA
