Pcer_011123-RA FUN_000637-T1
Pcer_052255-RA FUN_012442-T1
Pcer_050831-RA FUN_010545-T1
Pcer_030949-RA FUN_033860-T1
Pcer_033521-RA FUN_014877-T1
Pcer_020124-RA FUN_019096-T1
Pcer_020363-RA FUN_019389-T1
Pcer_020357-RA FUN_019382-T1
Pcer_067542-RA FUN_039514-T1
Pcer_083911-RA FUN_024334-T1
Pcer_085664-RA FUN_026567-T1
Pcer_019954-RA FUN_018808-T1
Pcer_051744-RA FUN_011823-T1
Pcer_052824-RA FUN_013053-T1
Pcer_021342-RA FUN_021206-T1
Pcer_032774-RA FUN_013642-T1
Pcer_010712-RA FUN_000175-T1
Pcer_034692-RA FUN_016940-T1
Pcer_011494-RA FUN_001179-T1
Pcer_019658-RA FUN_018419-T1
Pcer_022762-RA FUN_023038-T1
Pcer_066616-RA FUN_038390-T1
Pcer_029472-RA FUN_031866-T1
Pcer_022763-RA FUN_023039-T1
Pcer_052113-RA FUN_012261-T1
Pcer_084279-RA FUN_024835-T1
Pcer_077576-RA FUN_027498-T1
Pcer_013653-RA FUN_004904-T1
Pcer_065427-RA FUN_036335-T1
Pcer_019643-RA FUN_018399-T1
Pcer_079655-RA FUN_031087-T1
Pcer_051970-RA FUN_012110-T1
Pcer_029860-RA FUN_032348-T1
Pcer_015608-RA FUN_007298-T1
Pcer_012278-RA FUN_002447-T1
Pcer_052899-RA FUN_013135-T1
Pcer_050341-RA FUN_009323-T1
Pcer_065227-RA FUN_036233-T1
Pcer_019769-RA FUN_018559-T1
Pcer_015243-RA FUN_007115-T1
Pcer_015385-RA FUN_007742-T1
Pcer_029587-RA FUN_032014-T1
Pcer_083977-RA FUN_024423-T1
Pcer_067785-RA FUN_039785-T1
Pcer_034348-RA FUN_016622-T1
Pcer_013979-RA FUN_005289-T1
Pcer_022119-RA FUN_022246-T1
Pcer_013539-RA FUN_004750-T1
Pcer_011098-RA FUN_000609-T1
Pcer_084541-RA FUN_025141-T1
Pcer_020397-RA FUN_019432-T1
Pcer_020120-RA FUN_019094-T1
Pcer_021147-RA FUN_020982-T1
Pcer_013547-RA FUN_004758-T1
Pcer_022846-RA FUN_023126-T1
Pcer_066519-RA FUN_038278-T1
Pcer_051642-RA FUN_011682-T1
Pcer_021527-RA FUN_021500-T1
Pcer_013373-RA FUN_004521-T1
Pcer_084732-RA FUN_025421-T1
Pcer_033981-RA FUN_015633-T1
Pcer_014944-RA FUN_006781-T1
Pcer_013652-RA FUN_004903-T1
Pcer_021517-RA FUN_021488-T1
Pcer_013618-RA FUN_004858-T1
Pcer_021427-RA FUN_021367-T1
Pcer_035127-RA FUN_017637-T1
Pcer_031627-RA FUN_034811-T1
Pcer_051607-RA FUN_011643-T1
Pcer_084858-RA FUN_025552-T1
Pcer_022411-RA FUN_022606-T1
Pcer_085495-RA FUN_026360-T1
Pcer_084657-RA FUN_025324-T1
Pcer_015632-RA FUN_007330-T1
Pcer_011135-RA FUN_000648-T1
Pcer_052621-RA FUN_012843-T1
Pcer_029822-RA FUN_032297-T1
Pcer_050057-RA FUN_008765-T1
Pcer_013604-RA FUN_004839-T1
Pcer_029252-RA FUN_031574-T1
Pcer_011692-RA FUN_001438-T1
Pcer_085745-RA FUN_026654-T1
Pcer_067759-RA FUN_039758-T1
Pcer_034942-RA FUN_017499-T1
Pcer_034773-RA FUN_017044-T1
Pcer_049766-RA FUN_008088-T1
Pcer_022466-RA FUN_022713-T1
Pcer_077431-RA FUN_027807-T1
Pcer_077970-RA FUN_028024-T1
Pcer_067031-RA FUN_038844-T1
Pcer_014011-RA FUN_005322-T1
Pcer_084491-RA Pfrut_065377-RA
Pcer_030407-RA FUN_033198-T1
Pcer_084974-RA FUN_025686-T1
Pcer_066802-RA FUN_038593-T1
Pcer_078273-RA FUN_029240-T1
Pcer_013258-RA FUN_004373-T1
Pcer_052572-RA FUN_012798-T1
Pcer_013152-RA FUN_004236-T1
Pcer_033235-RA FUN_014268-T1
Pcer_020188-RA FUN_019155-T1
Pcer_014971-RA FUN_006807-T1
Pcer_067191-RA FUN_039127-T1
Pcer_083748-RA FUN_023984-T1
Pcer_067628-RA FUN_039613-T1
Pcer_013428-RA FUN_004576-T1
Pcer_013375-RA FUN_004523-T1
Pcer_020962-RA FUN_020298-T1
Pcer_019924-RA FUN_018778-T1
Pcer_079510-RA FUN_030900-T1
Pcer_085139-RA FUN_025878-T1
Pcer_066814-RA FUN_038606-T1
Pcer_031089-RA FUN_034006-T1
Pcer_013411-RA FUN_004556-T1
Pcer_010715-RA FUN_000179-T1
Pcer_011124-RA FUN_000638-T1
Pcer_031369-RA FUN_034331-T1
Pcer_033384-RA FUN_014575-T1
Pcer_051286-RA FUN_011218-T1
Pcer_065948-RA FUN_037792-T1
Pcer_020046-RA FUN_018919-T1
Pcer_021094-RA FUN_020853-T1
Pcer_078778-RA FUN_030053-T1
Pcer_051660-RA FUN_011703-T1
Pcer_052424-RA FUN_012651-T1
Pcer_015581-RA FUN_007264-T1
Pcer_029701-RA FUN_032143-T1
Pcer_066543-RA FUN_038312-T1
Pcer_011406-RA FUN_001062-T1
Pcer_032558-RA FUN_013369-T1
Pcer_067331-RA FUN_039274-T1
Pcer_011753-RA FUN_001525-T1
Pcer_079742-RA FUN_031199-T1
Pcer_022670-RA FUN_022931-T1
Pcer_052793-RA FUN_013015-T1
Pcer_013345-RA FUN_004488-T1
Pcer_029626-RA FUN_032059-T1
Pcer_033015-RA FUN_013926-T1
Pcer_021712-RA FUN_021708-T1
Pcer_013419-RA FUN_004565-T1
Pcer_020026-RA FUN_018901-T1
Pcer_013969-RA FUN_005282-T1
Pcer_034251-RA FUN_016108-T1
Pcer_010772-RA FUN_000242-T1
Pcer_021998-RA FUN_022081-T1
Pcer_031294-RA FUN_034246-T1
Pcer_014940-RA FUN_006777-T1
Pcer_022328-RA FUN_022504-T1
Pcer_066379-RA FUN_038026-T1
Pcer_020425-RA FUN_019465-T1
Pcer_019923-RA FUN_018776-T1
Pcer_084785-RA FUN_025479-T1
Pcer_031218-RA FUN_034163-T1
Pcer_084261-RA FUN_024809-T1
Pcer_012989-RA FUN_004004-T1
Pcer_011534-RA FUN_001229-T1
Pcer_034479-RA FUN_016491-T1
Pcer_014532-RA FUN_005970-T1
Pcer_031745-RA FUN_035084-T1
Pcer_019565-RA FUN_018314-T1
Pcer_014190-RA FUN_005549-T1
Pcer_015720-RA FUN_011622-T1
Pcer_021333-RA FUN_021200-T1
Pcer_022013-RA FUN_022101-T1
Pcer_067288-RA FUN_039230-T1
Pcer_015267-RA FUN_007142-T1
Pcer_084526-RA FUN_025124-T1
Pcer_066047-RA FUN_037680-T1
Pcer_012081-RA FUN_002017-T1
Pcer_034482-RA FUN_016496-T1
Pcer_035245-RA FUN_040106-T1
Pcer_052107-RA FUN_012255-T1
Pcer_084887-RA FUN_025581-T1
Pcer_022464-RA FUN_022711-T1
Pcer_079589-RA FUN_030992-T1
Pcer_010769-RA FUN_000239-T1
Pcer_052506-RA FUN_012727-T1
Pcer_052086-RA FUN_012235-T1
Pcer_019618-RA FUN_018372-T1
Pcer_022711-RA FUN_022981-T1
Pcer_014308-RA FUN_039966-T1
Pcer_012993-RA FUN_004015-T1
Pcer_052586-RA FUN_012809-T1
Pcer_066906-RA FUN_038708-T1
Pcer_012934-RA FUN_003930-T1
Pcer_014520-RA FUN_005958-T1
Pcer_051446-RA FUN_011419-T1
Pcer_021775-RA FUN_021786-T1
Pcer_084511-RA FUN_025105-T1
Pcer_010785-RA FUN_039901-T1
Pcer_021629-RA FUN_021615-T1
Pcer_010868-RA FUN_000352-T1
Pcer_077680-RA FUN_027368-T1
Pcer_019676-RA FUN_018441-T1
Pcer_021988-RA FUN_022070-T1
Pcer_019875-RA FUN_018722-T1
Pcer_066452-RA FUN_038207-T1
Pcer_034370-RA FUN_016351-T1
Pcer_084968-RA FUN_025679-T1
Pcer_065622-RA FUN_036859-T1
Pcer_031777-RA FUN_035514-T1
Pcer_065765-RA FUN_037207-T1
Pcer_029741-RA FUN_032176-T1
Pcer_079647-RA FUN_031078-T1
Pcer_022799-RA FUN_023080-T1
Pcer_014376-RA Pfrut_056661-RA
Pcer_051606-RA FUN_011642-T1
Pcer_085448-RA FUN_026298-T1
Pcer_011100-RA FUN_000611-T1
Pcer_022381-RA FUN_022564-T1
Pcer_034514-RA FUN_016536-T1
Pcer_032777-RA FUN_013645-T1
Pcer_078988-RA FUN_030303-T1
Pcer_022260-RA FUN_022409-T1
Pcer_052537-RA FUN_012759-T1
Pcer_031068-RA FUN_033986-T1
Pcer_012668-RA FUN_003511-T1
Pcer_029532-RA FUN_031949-T1
Pcer_013118-RA FUN_004198-T1
Pcer_034421-RA FUN_016429-T1
Pcer_014206-RA FUN_005567-T1
Pcer_085150-RA FUN_025888-T1
Pcer_066697-RA FUN_038483-T1
Pcer_014876-RA FUN_006715-T1
Pcer_010828-RA FUN_000303-T1
Pcer_014582-RA FUN_039973-T1
Pcer_015147-RA FUN_007015-T1
Pcer_011586-RA FUN_001294-T1
Pcer_066049-RA FUN_037678-T1
Pcer_077671-RA FUN_027381-T1
Pcer_011885-RA FUN_001681-T1
Pcer_067693-RA FUN_039693-T1
Pcer_021765-RA FUN_021776-T1
Pcer_022004-RA FUN_022090-T1
Pcer_084852-RA FUN_025546-T1
Pcer_066658-RA FUN_038433-T1
Pcer_067601-RA FUN_039580-T1
Pcer_013029-RA FUN_004068-T1
Pcer_067805-RA FUN_039805-T1
Pcer_013067-RA FUN_004126-T1
Pcer_031702-RA FUN_035003-T1
Pcer_013783-RA FUN_005069-T1
Pcer_052772-RA FUN_012994-T1
Pcer_051824-RA FUN_011943-T1
Pcer_035162-RA FUN_017671-T1
Pcer_014690-RA FUN_006171-T1
Pcer_014715-RA FUN_006197-T1
Pcer_077850-RA FUN_027936-T1
Pcer_067585-RA FUN_039563-T1
Pcer_052549-RA FUN_012771-T1
Pcer_014965-RA FUN_006801-T1
Pcer_015621-RA FUN_007320-T1
Pcer_030159-RA FUN_032788-T1
Pcer_029653-RA FUN_032091-T1
Pcer_011410-RA FUN_001066-T1
Pcer_032716-RA FUN_013592-T1
Pcer_022255-RA FUN_022405-T1
Pcer_019843-RA FUN_018663-T1
Pcer_067829-RA FUN_039832-T1
Pcer_051258-RA FUN_011186-T1
Pcer_078885-RA FUN_030191-T1
Pcer_035089-RA FUN_017595-T1
Pcer_067007-RA FUN_038814-T1
Pcer_014698-RA FUN_006180-T1
Pcer_014107-RA FUN_005461-T1
Pcer_019846-RA FUN_018666-T1
Pcer_034689-RA FUN_016935-T1
Pcer_014355-RA FUN_005729-T1
Pcer_019831-RA FUN_018651-T1
Pcer_085702-RA FUN_026604-T1
Pcer_066648-RA FUN_038422-T1
Pcer_011792-RA FUN_001570-T1
Pcer_013481-RA FUN_004627-T1
Pcer_078989-RA FUN_030304-T1
Pcer_012775-RA FUN_003706-T1
Pcer_032772-RA FUN_013640-T1
Pcer_031623-RA FUN_034806-T1
Pcer_014987-RA FUN_006827-T1
Pcer_020423-RA FUN_019463-T1
Pcer_011832-RA FUN_001615-T1
Pcer_014025-RA FUN_005345-T1
Pcer_084847-RA FUN_025541-T1
Pcer_084808-RA FUN_025500-T1
Pcer_019893-RA FUN_018743-T1
Pcer_066460-RA FUN_038217-T1
Pcer_035174-RA FUN_017684-T1
Pcer_033917-RA FUN_015533-T1
Pcer_015275-RA FUN_007153-T1
Pcer_022288-RA FUN_022441-T1
Pcer_067468-RA FUN_039423-T1
Pcer_077645-RA FUN_027424-T1
Pcer_051557-RA FUN_011543-T1
Pcer_052354-RA FUN_012567-T1
Pcer_032923-RA FUN_013843-T1
Pcer_013699-RA FUN_004955-T1
Pcer_034986-RA FUN_017541-T1
Pcer_034371-RA FUN_016352-T1
Pcer_022426-RA FUN_022625-T1
Pcer_065789-RA FUN_037286-T1
Pcer_032551-RA FUN_013362-T1
Pcer_013125-RA FUN_004205-T1
Pcer_051496-RA FUN_011473-T1
Pcer_078826-RA FUN_030133-T1
Pcer_065366-RA FUN_036030-T1
Pcer_052044-RA FUN_012198-T1
Pcer_022228-RA FUN_022372-T1
Pcer_085523-RA FUN_026389-T1
Pcer_051257-RA FUN_011185-T1
Pcer_015092-RA FUN_006953-T1
Pcer_031203-RA FUN_034149-T1
Pcer_014680-RA FUN_006160-T1
Pcer_015421-RA FUN_007779-T1
Pcer_014675-RA FUN_006157-T1
Pcer_066309-RA FUN_037945-T1
Pcer_030275-RA FUN_032882-T1
Pcer_013601-RA FUN_004836-T1
Pcer_030959-RA FUN_033875-T1
Pcer_014347-RA FUN_005719-T1
Pcer_052064-RA FUN_012215-T1
Pcer_052212-RA FUN_012391-T1
Pcer_013878-RA FUN_005178-T1
Pcer_067420-RA FUN_039371-T1
Pcer_015250-RA FUN_007122-T1
Pcer_011284-RA FUN_000841-T1
Pcer_051800-RA FUN_011909-T1
Pcer_084965-RA FUN_025675-T1
Pcer_034321-RA FUN_016224-T1
Pcer_035119-RA FUN_017628-T1
Pcer_085372-RA FUN_026216-T1
Pcer_012872-RA FUN_003825-T1
Pcer_085667-RA FUN_026570-T1
Pcer_013014-RA FUN_004045-T1
Pcer_010759-RA FUN_000225-T1
Pcer_019557-RA FUN_018307-T1
Pcer_032599-RA FUN_013426-T1
Pcer_022090-RA FUN_022206-T1
Pcer_022367-RA FUN_022545-T1
Pcer_021750-RA FUN_021759-T1
Pcer_014722-RA FUN_006206-T1
Pcer_029637-RA FUN_032074-T1
Pcer_051327-RA FUN_011270-T1
Pcer_029525-RA FUN_031941-T1
Pcer_078981-RA FUN_030295-T1
Pcer_013339-RA FUN_004482-T1
Pcer_031730-RA FUN_035060-T1
Pcer_083953-RA FUN_024395-T1
Pcer_051733-RA FUN_011809-T1
Pcer_014209-RA FUN_039964-T1
Pcer_065225-RA FUN_036236-T1
Pcer_011814-RA FUN_001594-T1
Pcer_031517-RA FUN_034658-T1
Pcer_085006-RA FUN_025722-T1
Pcer_015596-RA FUN_007284-T1
Pcer_012128-RA FUN_002104-T1
Pcer_049793-RA FUN_008121-T1
Pcer_052608-RA FUN_012830-T1
Pcer_021628-RA FUN_021614-T1
Pcer_020371-RA FUN_019398-T1
Pcer_021547-RA FUN_021525-T1
Pcer_029875-RA FUN_032364-T1
Pcer_085172-RA FUN_025918-T1
Pcer_011955-RA FUN_001829-T1
Pcer_013482-RA FUN_004628-T1
Pcer_030506-RA FUN_033305-T1
Pcer_084899-RA FUN_025597-T1
Pcer_029704-RA FUN_032146-T1
Pcer_022280-RA FUN_022433-T1
Pcer_083805-RA FUN_024099-T1
Pcer_021965-RA FUN_022043-T1
Pcer_013249-RA FUN_004358-T1
Pcer_022211-RA FUN_022357-T1
Pcer_052153-RA FUN_012315-T1
Pcer_014183-RA FUN_005543-T1
Pcer_065685-RA FUN_037023-T1
Pcer_051829-RA FUN_011948-T1
Pcer_031931-RA FUN_035563-T1
Pcer_051126-RA FUN_010966-T1
Pcer_078736-RA FUN_030000-T1
Pcer_078963-RA FUN_030275-T1
Pcer_021132-RA FUN_020949-T1
Pcer_011096-RA FUN_000606-T1
Pcer_021847-RA FUN_021879-T1
Pcer_079907-RA FUN_031381-T1
Pcer_013130-RA FUN_004210-T1
Pcer_029624-RA FUN_032057-T1
Pcer_011754-RA FUN_001526-T1
Pcer_065436-RA FUN_036349-T1
Pcer_013174-RA FUN_039946-T1
Pcer_011807-RA FUN_001583-T1
Pcer_022436-RA FUN_022635-T1
Pcer_030511-RA FUN_033311-T1
Pcer_034937-RA FUN_017493-T1
Pcer_020527-RA FUN_019604-T1
Pcer_051823-RA FUN_011942-T1
Pcer_020347-RA FUN_019362-T1
Pcer_051159-RA FUN_011010-T1
Pcer_051636-RA FUN_011674-T1
Pcer_083642-RA FUN_023625-T1
Pcer_021709-RA FUN_021706-T1
Pcer_030440-RA FUN_033240-T1
Pcer_031179-RA FUN_034119-T1
Pcer_084954-RA FUN_025663-T1
Pcer_052704-RA FUN_012924-T1
Pcer_020433-RA FUN_019484-T1
Pcer_019828-RA FUN_018648-T1
Pcer_030763-RA FUN_033567-T1
Pcer_066842-RA FUN_038634-T1
Pcer_052293-RA FUN_012481-T1
Pcer_020013-RA FUN_018887-T1
Pcer_078861-RA FUN_030167-T1
Pcer_013412-RA FUN_004557-T1
Pcer_022227-RA FUN_022371-T1
Pcer_015237-RA FUN_007109-T1
Pcer_014671-RA FUN_006153-T1
Pcer_015591-RA FUN_007277-T1
Pcer_034893-RA FUN_017282-T1
Pcer_012919-RA FUN_003915-T1
Pcer_084936-RA FUN_025642-T1
Pcer_011194-RA FUN_000712-T1
Pcer_019866-RA FUN_018715-T1
Pcer_066272-RA FUN_037898-T1
Pcer_012942-RA FUN_003940-T1
Pcer_079906-RA FUN_031380-T1
Pcer_020183-RA FUN_019150-T1
Pcer_013326-RA FUN_004453-T1
Pcer_011389-RA FUN_001032-T1
Pcer_052623-RA FUN_012846-T1
Pcer_078235-RA Pfrut_061862-RA
Pcer_011597-RA FUN_001306-T1
Pcer_034742-RA FUN_017007-T1
Pcer_085409-RA FUN_026257-T1
Pcer_050559-RA FUN_010047-T1
Pcer_011337-RA FUN_000952-T1
Pcer_066845-RA FUN_038638-T1
Pcer_022720-RA FUN_022990-T1
Pcer_022134-RA FUN_022263-T1
Pcer_084506-RA FUN_025099-T1
Pcer_013569-RA FUN_004786-T1
Pcer_022116-RA FUN_022243-T1
Pcer_067214-RA FUN_039149-T1
Pcer_067330-RA FUN_039273-T1
Pcer_079645-RA FUN_031074-T1
Pcer_052303-RA FUN_012493-T1
Pcer_013245-RA FUN_004352-T1
Pcer_051884-RA FUN_012011-T1
Pcer_012955-RA FUN_003952-T1
Pcer_066710-RA FUN_038498-T1
Pcer_014164-RA FUN_005521-T1
Pcer_013814-RA FUN_005115-T1
Pcer_083880-RA FUN_024257-T1
Pcer_031818-RA FUN_035400-T1
Pcer_034656-RA FUN_016904-T1
Pcer_066618-RA FUN_038393-T1
Pcer_085392-RA FUN_026237-T1
Pcer_033005-RA FUN_013916-T1
Pcer_066550-RA FUN_038322-T1
Pcer_051590-RA FUN_011628-T1
Pcer_034517-RA FUN_016539-T1
Pcer_031525-RA FUN_034668-T1
Pcer_022163-RA FUN_022300-T1
Pcer_033181-RA FUN_014113-T1
Pcer_034573-RA FUN_016603-T1
Pcer_052710-RA FUN_012931-T1
Pcer_013977-RA FUN_005288-T1
Pcer_079003-RA FUN_030319-T1
Pcer_014985-RA FUN_006826-T1
Pcer_032634-RA FUN_013480-T1
Pcer_014349-RA FUN_005721-T1
Pcer_052066-RA FUN_012217-T1
Pcer_013484-RA FUN_004630-T1
Pcer_032655-RA FUN_013515-T1
Pcer_010718-RA FUN_000182-T1
Pcer_013149-RA FUN_004233-T1
Pcer_085367-RA FUN_026205-T1
Pcer_084661-RA FUN_025330-T1
Pcer_020348-RA FUN_019363-T1
Pcer_020353-RA FUN_019368-T1
Pcer_033227-RA FUN_014276-T1
Pcer_013162-RA FUN_004245-T1
Pcer_033017-RA FUN_013928-T1
Pcer_029318-RA FUN_031640-T1
Pcer_019791-RA FUN_018593-T1
Pcer_052558-RA FUN_012782-T1
Pcer_078598-RA FUN_029731-T1
Pcer_013554-RA FUN_004763-T1
Pcer_079558-RA FUN_030952-T1
Pcer_014665-RA FUN_006147-T1
Pcer_065553-RA FUN_036593-T1
Pcer_051956-RA FUN_012098-T1
Pcer_020401-RA FUN_019436-T1
Pcer_020963-RA FUN_020304-T1
Pcer_031746-RA FUN_035096-T1
Pcer_030399-RA FUN_033192-T1
Pcer_012579-RA FUN_003350-T1
Pcer_013365-RA FUN_004512-T1
Pcer_032754-RA FUN_013625-T1
Pcer_065387-RA FUN_036063-T1
Pcer_034971-RA FUN_017527-T1
Pcer_022705-RA FUN_022974-T1
Pcer_020419-RA FUN_019455-T1
Pcer_029944-RA FUN_032442-T1
Pcer_067791-RA FUN_039791-T1
Pcer_020905-RA FUN_020137-T1
Pcer_014911-RA FUN_006746-T1
Pcer_079344-RA FUN_030694-T1
Pcer_012922-RA FUN_003917-T1
Pcer_012740-RA FUN_003637-T1
Pcer_034711-RA FUN_016958-T1
Pcer_052706-RA FUN_012926-T1
Pcer_052554-RA FUN_012778-T1
Pcer_050544-RA FUN_009938-T1
Pcer_010872-RA FUN_000357-T1
Pcer_021829-RA FUN_021859-T1
Pcer_065742-RA FUN_037161-T1
Pcer_033802-RA FUN_016281-T1
Pcer_051816-RA FUN_011933-T1
Pcer_012681-RA FUN_003527-T1
Pcer_051192-RA FUN_011064-T1
Pcer_052665-RA FUN_012885-T1
Pcer_012639-RA FUN_003459-T1
Pcer_085748-RA FUN_026658-T1
Pcer_012978-RA FUN_003989-T1
Pcer_051973-RA FUN_012113-T1
Pcer_034954-RA FUN_017510-T1
Pcer_065224-RA FUN_036237-T1
Pcer_066015-RA FUN_037725-T1
Pcer_077465-RA FUN_027757-T1
Pcer_052585-RA FUN_012808-T1
Pcer_077855-RA FUN_027949-T1
Pcer_084876-RA FUN_025569-T1
Pcer_032978-RA FUN_013890-T1
Pcer_033458-RA FUN_014610-T1
Pcer_050756-RA FUN_010402-T1
Pcer_015172-RA FUN_007037-T1
Pcer_052930-RA FUN_013168-T1
Pcer_085658-RA FUN_026561-T1
Pcer_022383-RA FUN_022566-T1
Pcer_011581-RA FUN_001291-T1
Pcer_085750-RA FUN_026663-T1
Pcer_067020-RA FUN_038835-T1
Pcer_010837-RA FUN_000317-T1
Pcer_020503-RA FUN_019577-T1
Pcer_052280-RA FUN_012468-T1
Pcer_050981-RA FUN_010724-T1
Pcer_029692-RA FUN_032129-T1
Pcer_014639-RA FUN_006121-T1
Pcer_085227-RA FUN_025973-T1
Pcer_085177-RA FUN_025927-T1
Pcer_049896-RA Pfrut_055244-RA
Pcer_014579-RA FUN_006036-T1
Pcer_014843-RA FUN_006611-T1
Pcer_014093-RA FUN_005438-T1
Pcer_029899-RA FUN_032390-T1
Pcer_067332-RA FUN_039275-T1
Pcer_083632-RA FUN_023540-T1
Pcer_011444-RA FUN_001119-T1
Pcer_084797-RA FUN_025489-T1
Pcer_085248-RA FUN_026000-T1
Pcer_067514-RA FUN_039444-T1
Pcer_012941-RA FUN_003939-T1
Pcer_051722-RA FUN_011798-T1
Pcer_013646-RA FUN_004895-T1
Pcer_011751-RA FUN_001524-T1
Pcer_011551-RA FUN_001247-T1
Pcer_085579-RA FUN_026447-T1
Pcer_014207-RA FUN_005568-T1
Pcer_012974-RA FUN_003986-T1
Pcer_014332-RA FUN_005703-T1
Pcer_067485-RA FUN_039472-T1
Pcer_030005-RA FUN_032496-T1
Pcer_012666-RA FUN_003507-T1
Pcer_011480-RA FUN_001165-T1
Pcer_034750-RA FUN_017018-T1
Pcer_067299-RA FUN_039244-T1
Pcer_030253-RA FUN_032865-T1
Pcer_084259-RA FUN_024806-T1
Pcer_014877-RA FUN_006717-T1
Pcer_021323-RA FUN_021301-T1
Pcer_029780-RA FUN_032224-T1
Pcer_051840-RA FUN_011968-T1
Pcer_013988-RA FUN_005298-T1
Pcer_014431-RA FUN_005860-T1
Pcer_084688-RA FUN_025358-T1
Pcer_011252-RA FUN_000800-T1
Pcer_019672-RA FUN_018438-T1
Pcer_066801-RA FUN_038592-T1
Pcer_085087-RA FUN_025817-T1
Pcer_067098-RA FUN_039027-T1
Pcer_052896-RA FUN_013131-T1
Pcer_015648-RA FUN_007347-T1
Pcer_052151-RA FUN_012313-T1
Pcer_083697-RA FUN_023838-T1
Pcer_084151-RA FUN_024670-T1
Pcer_079479-RA FUN_030859-T1
Pcer_032788-RA FUN_040065-T1
Pcer_029742-RA FUN_032177-T1
Pcer_031573-RA FUN_034736-T1
Pcer_085690-RA FUN_026592-T1
Pcer_030156-RA FUN_032728-T1
Pcer_030216-RA FUN_032822-T1
Pcer_015567-RA FUN_007250-T1
Pcer_012962-RA FUN_003960-T1
Pcer_051146-RA FUN_010992-T1
Pcer_022718-RA FUN_022988-T1
Pcer_012513-RA FUN_003198-T1
Pcer_012812-RA FUN_003756-T1
Pcer_033245-RA FUN_014249-T1
Pcer_050336-RA FUN_009315-T1
Pcer_021880-RA FUN_021923-T1
Pcer_029625-RA FUN_032058-T1
Pcer_077642-RA FUN_027427-T1
Pcer_014325-RA FUN_005696-T1
Pcer_052625-RA FUN_012847-T1
Pcer_014181-RA FUN_005541-T1
Pcer_012254-RA FUN_002400-T1
Pcer_084618-RA FUN_025285-T1
Pcer_067293-RA FUN_039238-T1
Pcer_067216-RA FUN_039151-T1
Pcer_021980-RA FUN_022063-T1
Pcer_085254-RA FUN_026007-T1
Pcer_029574-RA FUN_032002-T1
Pcer_020987-RA FUN_020398-T1
Pcer_011030-RA FUN_000524-T1
Pcer_052916-RA FUN_013153-T1
Pcer_029223-RA FUN_031546-T1
Pcer_085138-RA FUN_025877-T1
Pcer_078932-RA FUN_030239-T1
Pcer_020288-RA FUN_019290-T1
Pcer_029573-RA FUN_032001-T1
Pcer_084992-RA FUN_025707-T1
Pcer_015363-RA FUN_007718-T1
Pcer_012983-RA FUN_003998-T1
Pcer_085455-RA FUN_026305-T1
Pcer_066836-RA FUN_038628-T1
Pcer_012385-RA FUN_002702-T1
Pcer_029359-RA FUN_031746-T1
Pcer_051532-RA FUN_040023-T1
Pcer_067695-RA FUN_039691-T1
Pcer_052266-RA FUN_012454-T1
Pcer_083819-RA FUN_024121-T1
Pcer_066036-RA FUN_037696-T1
Pcer_013684-RA FUN_004941-T1
Pcer_065782-RA FUN_037239-T1
Pcer_031635-RA FUN_034821-T1
Pcer_067556-RA FUN_039530-T1
Pcer_014850-RA FUN_006689-T1
Pcer_012181-RA FUN_002186-T1
Pcer_085253-RA FUN_026006-T1
Pcer_066169-RA FUN_037546-T1
Pcer_015332-RA FUN_007224-T1
Pcer_052705-RA FUN_012925-T1
Pcer_021600-RA FUN_021587-T1
Pcer_015631-RA FUN_007329-T1
Pcer_012924-RA FUN_003919-T1
Pcer_013870-RA FUN_005171-T1
Pcer_014191-RA FUN_005550-T1
Pcer_022268-RA FUN_022417-T1
Pcer_013952-RA FUN_005263-T1
Pcer_067159-RA FUN_039095-T1
Pcer_029635-RA FUN_032071-T1
Pcer_079822-RA FUN_031282-T1
Pcer_013827-RA FUN_005125-T1
Pcer_020164-RA FUN_019131-T1
Pcer_051827-RA FUN_011946-T1
Pcer_031050-RA FUN_033967-T1
Pcer_022246-RA FUN_022395-T1
Pcer_079922-RA FUN_031401-T1
Pcer_029280-RA FUN_031604-T1
Pcer_022242-RA FUN_022385-T1
Pcer_012184-RA FUN_002189-T1
Pcer_034509-RA FUN_016530-T1
Pcer_015606-RA FUN_007296-T1
Pcer_021637-RA FUN_021624-T1
Pcer_020422-RA FUN_019462-T1
Pcer_015123-RA FUN_006993-T1
Pcer_021586-RA FUN_021561-T1
Pcer_012573-RA FUN_003345-T1
Pcer_014353-RA FUN_005727-T1
Pcer_079824-RA FUN_031284-T1
Pcer_020456-RA FUN_019510-T1
Pcer_034302-RA FUN_040093-T1
Pcer_020848-RA FUN_020074-T1
Pcer_014292-RA FUN_005668-T1
Pcer_013000-RA FUN_004028-T1
Pcer_013037-RA FUN_004087-T1
Pcer_011573-RA FUN_001283-T1
Pcer_021691-RA FUN_021687-T1
Pcer_029709-RA FUN_032151-T1
Pcer_029779-RA FUN_032223-T1
Pcer_052587-RA FUN_012810-T1
Pcer_033383-RA FUN_014576-T1
Pcer_031888-RA FUN_035216-T1
Pcer_029490-RA FUN_031887-T1
Pcer_067097-RA FUN_039026-T1
Pcer_019823-RA FUN_018640-T1
Pcer_079657-RA FUN_031089-T1
Pcer_011646-RA FUN_001362-T1
Pcer_067459-RA FUN_039413-T1
Pcer_084400-RA FUN_024968-T1
