Pcer_069968-RA Pfrut_059040-RA
Pcer_044252-RA Pfrut_038824-RA
Pcer_028185-RA Pfrut_066505-RA
Pcer_081017-RA Pfrut_094553-RA
Pcer_057792-RA Pfrut_091076-RA
Pcer_009952-RA Pfrut_019081-RA
Pcer_009369-RA Pfrut_019677-RA
Pcer_010292-RA Pfrut_003963-RA
Pcer_068365-RA Pfrut_075229-RA
Pcer_047813-RA Pfrut_065755-RA
Pcer_081399-RA Pfrut_082776-RA
Pcer_008991-RA Pfrut_020060-RA
Pcer_070450-RA Pfrut_042460-RA
Pcer_070610-RA Pfrut_042621-RA
Pcer_008532-RA Pfrut_089667-RA
Pcer_006011-RA Pfrut_073865-RA
Pcer_070153-RA Pfrut_042141-RA
Pcer_027621-RA Pfrut_067115-RA
Pcer_088863-RA Pfrut_023300-RA
Pcer_007712-RA Pfrut_033314-RA
Pcer_005893-RA Pfrut_040593-RA
Pcer_081511-RA Pfrut_082654-RA
Pcer_080691-RA Pfrut_094873-RA
Pcer_007553-RA Pfrut_033469-RA
Pcer_005501-RA Pfrut_071253-RA
Pcer_041508-RA Pfrut_085927-RA
Pcer_044402-RA Pfrut_054650-RA
Pcer_007388-RA Pfrut_033150-RA
Pcer_009416-RA Pfrut_079708-RA
Pcer_047594-RA Pfrut_016243-RA
Pcer_080747-RA Pfrut_094816-RA
Pcer_069634-RA Pfrut_052424-RA
Pcer_080646-RA Pfrut_094927-RA
Pcer_008025-RA Pfrut_074707-RA
Pcer_082952-RA Pfrut_025758-RA
Pcer_070086-RA Pfrut_042065-RA
Pcer_046956-RA Pfrut_074047-RA
Pcer_010424-RA Pfrut_040456-RA
Pcer_006890-RA Pfrut_056449-RA
Pcer_068158-RA Pfrut_006389-RA
Pcer_070974-RA Pfrut_042993-RA
Pcer_043657-RA Pfrut_038181-RA
Pcer_042450-RA Pfrut_018799-RA
Pcer_080978-RA Pfrut_094594-RA
Pcer_027832-RA Pfrut_066888-RA
Pcer_006745-RA Pfrut_098917-RA
Pcer_008160-RA Pfrut_089269-RA
Pcer_081660-RA Pfrut_020709-RA
Pcer_080816-RA Pfrut_094749-RA
Pcer_026257-RA Pfrut_044401-RA
Pcer_007935-RA Pfrut_033744-RA
Pcer_044235-RA Pfrut_038805-RA
Pcer_008830-RA Pfrut_012109-RA
Pcer_047259-RA Pfrut_100471-RA
Pcer_070213-RA Pfrut_042194-RA
Pcer_082989-RA Pfrut_074985-RA
Pcer_071076-RA Pfrut_043093-RA
Pcer_069429-RA Pfrut_071689-RA
Pcer_058675-RA Pfrut_062362-RA
Pcer_058938-RA Pfrut_023870-RA
Pcer_043191-RA Pfrut_050374-RA
Pcer_005814-RA Pfrut_073615-RA
Pcer_044900-RA Pfrut_039450-RA
Pcer_068438-RA Pfrut_075317-RA
Pcer_043894-RA Pfrut_038429-RA
Pcer_059832-RA Pfrut_048846-RA
Pcer_007816-RA Pfrut_033615-RA
Pcer_048280-RA Pfrut_077208-RA
Pcer_080735-RA Pfrut_094831-RA
Pcer_006504-RA Pfrut_098653-RA
Pcer_047100-RA Pfrut_034885-RA
Pcer_007858-RA Pfrut_033659-RA
Pcer_006549-RA Pfrut_098706-RA
Pcer_044468-RA Pfrut_039039-RA
Pcer_089739-RA Pfrut_069470-RA
Pcer_042631-RA Pfrut_018609-RA
Pcer_070207-RA Pfrut_042188-RA
Pcer_042424-RA Pfrut_083080-RA
Pcer_008937-RA Pfrut_090073-RA
Pcer_069459-RA Pfrut_029204-RA
Pcer_069988-RA Pfrut_059063-RA
Pcer_043739-RA Pfrut_038267-RA
Pcer_081607-RA Pfrut_082546-RA
Pcer_082290-RA Pfrut_026430-RA
Pcer_057832-RA Pfrut_091027-RA
Pcer_027610-RA Pfrut_067126-RA
Pcer_042514-RA Pfrut_018733-RA
Pcer_041788-RA Pfrut_085612-RA
Pcer_081866-RA Pfrut_060349-RA
Pcer_043650-RA Pfrut_038175-RA
Pcer_071142-RA Pfrut_043158-RA
Pcer_048387-RA Pfrut_077331-RA
Pcer_070690-RA Pfrut_042707-RA
Pcer_042004-RA Pfrut_085391-RA
Pcer_080836-RA Pfrut_094733-RA
Pcer_044251-RA Pfrut_038823-RA
Pcer_044756-RA Pfrut_039306-RA
Pcer_010097-RA Pfrut_003736-RA
Pcer_010418-RA Pfrut_040460-RA
Pcer_089617-RA Pfrut_069327-RA
Pcer_007661-RA Pfrut_033365-RA
Pcer_005917-RA Pfrut_088809-RA
Pcer_081922-RA Pfrut_026841-RA
Pcer_041848-RA Pfrut_085552-RA
Pcer_048584-RA Pfrut_077523-RA
Pcer_047775-RA Pfrut_065712-RA
Pcer_028229-RA Pfrut_013227-RA
Pcer_007635-RA Pfrut_033389-RA
Pcer_042265-RA Pfrut_019026-RA
Pcer_008013-RA Pfrut_089110-RA
Pcer_089470-RA Pfrut_058798-RA
Pcer_006133-RA Pfrut_098236-RA
Pcer_070985-RA Pfrut_043003-RA
Pcer_028072-RA Pfrut_066626-RA
Pcer_068934-RA Pfrut_074334-RA
Pcer_006090-RA Pfrut_043812-RA
Pcer_048390-RA Pfrut_077334-RA
Pcer_044794-RA Pfrut_039347-RA
Pcer_044155-RA Pfrut_038713-RA
Pcer_027137-RA Pfrut_067618-RA
Pcer_008246-RA Pfrut_089351-RA
Pcer_044139-RA Pfrut_038696-RA
Pcer_048806-RA Pfrut_077744-RA
Pcer_059569-RA Pfrut_070449-RA
Pcer_007931-RA Pfrut_033741-RA
Pcer_007622-RA Pfrut_033400-RA
Pcer_048258-RA Pfrut_077189-RA
Pcer_008810-RA Pfrut_089956-RA
Pcer_026437-RA Pfrut_071893-RA
Pcer_083029-RA Pfrut_074930-RA
Pcer_068406-RA Pfrut_075282-RA
Pcer_087688-RA Pfrut_047245-RA
Pcer_048105-RA Pfrut_077000-RA
Pcer_069944-RA Pfrut_059017-RA
Pcer_082729-RA Pfrut_026002-RA
Pcer_087849-RA Pfrut_061506-RA
Pcer_009840-RA Pfrut_019193-RA
Pcer_008993-RA Pfrut_020058-RA
Pcer_070452-RA Pfrut_042462-RA
Pcer_009609-RA Pfrut_019439-RA
Pcer_087341-RA Pfrut_046868-RA
Pcer_005468-RA Pfrut_071208-RA
Pcer_007833-RA Pfrut_033632-RA
Pcer_043476-RA Pfrut_050686-RA
Pcer_027336-RA Pfrut_067395-RA
Pcer_042430-RA Pfrut_083074-RA
Pcer_087887-RA Pfrut_047443-RA
Pcer_007847-RA Pfrut_033647-RA
Pcer_087702-RA Pfrut_047260-RA
Pcer_080360-RA Pfrut_095208-RA
Pcer_041755-RA Pfrut_085652-RA
Pcer_070925-RA Pfrut_044544-RA
Pcer_058509-RA Pfrut_098007-RA
Pcer_080810-RA Pfrut_094754-RA
Pcer_008225-RA Pfrut_064362-RA
Pcer_047841-RA Pfrut_054035-RA
Pcer_009355-RA Pfrut_019690-RA
Pcer_043010-RA Pfrut_018158-RA
Pcer_082968-RA Pfrut_025739-RA
Pcer_081569-RA Pfrut_082596-RA
Pcer_007251-RA Pfrut_017223-RA
Pcer_008048-RA Pfrut_089154-RA
Pcer_048860-RA Pfrut_065526-RA
Pcer_047056-RA Pfrut_034930-RA
Pcer_042499-RA Pfrut_018751-RA
Pcer_081050-RA Pfrut_094521-RA
Pcer_049368-RA Pfrut_083817-RA
Pcer_042960-RA Pfrut_018213-RA
Pcer_009765-RA Pfrut_019266-RA
Pcer_081006-RA Pfrut_094563-RA
Pcer_007658-RA Pfrut_033119-RA
Pcer_070921-RA Pfrut_042944-RA
Pcer_068881-RA Pfrut_074355-RA
Pcer_005608-RA Pfrut_071380-RA
Pcer_047299-RA Pfrut_100420-RA
Pcer_088896-RA Pfrut_023261-RA
Pcer_007347-RA Pfrut_017114-RA
Pcer_071027-RA Pfrut_091687-RA
Pcer_007304-RA Pfrut_017162-RA
Pcer_008075-RA Pfrut_051195-RA
Pcer_007597-RA Pfrut_033421-RA
Pcer_046955-RA Pfrut_034719-RA
Pcer_070952-RA Pfrut_042975-RA
Pcer_087660-RA Pfrut_047221-RA
Pcer_088173-RA Pfrut_096241-RA
Pcer_069041-RA Pfrut_008031-RA
Pcer_010033-RA Pfrut_004488-RA
Pcer_071295-RA Pfrut_043308-RA
Pcer_080641-RA Pfrut_094931-RA
Pcer_028324-RA Pfrut_066364-RA
Pcer_048575-RA Pfrut_077513-RA
Pcer_005571-RA Pfrut_071332-RA
Pcer_042607-RA Pfrut_018638-RA
Pcer_070683-RA Pfrut_042697-RA
Pcer_027891-RA Pfrut_066832-RA
Pcer_027843-RA Pfrut_066877-RA
Pcer_068270-RA Pfrut_006535-RA
Pcer_009257-RA Pfrut_019794-RA
Pcer_009627-RA Pfrut_059308-RA
Pcer_048919-RA Pfrut_083321-RA
Pcer_006190-RA Pfrut_098310-RA
Pcer_027913-RA Pfrut_066811-RA
Pcer_049105-RA Pfrut_083521-RA
Pcer_007636-RA Pfrut_033388-RA
Pcer_008329-RA Pfrut_089440-RA
Pcer_028246-RA Pfrut_013243-RA
Pcer_008854-RA Pfrut_090002-RA
Pcer_007602-RA Pfrut_033418-RA
Pcer_008975-RA Pfrut_020078-RA
Pcer_049079-RA Pfrut_083494-RA
Pcer_081110-RA Pfrut_094449-RA
Pcer_006230-RA Pfrut_098345-RA
Pcer_089438-RA Pfrut_037249-RA
Pcer_048886-RA Pfrut_077824-RA
Pcer_081366-RA Pfrut_082798-RA
Pcer_043388-RA Pfrut_050599-RA
Pcer_080884-RA Pfrut_094684-RA
Pcer_070224-RA Pfrut_042210-RA
Pcer_008641-RA Pfrut_089775-RA
Pcer_009098-RA Pfrut_088578-RA
Pcer_027358-RA Pfrut_067372-RA
Pcer_005983-RA Pfrut_073830-RA
Pcer_069973-RA Pfrut_059044-RA
Pcer_048348-RA Pfrut_077291-RA
Pcer_027748-RA Pfrut_066979-RA
Pcer_048696-RA Pfrut_077639-RA
Pcer_071262-RA Pfrut_043274-RA
Pcer_044255-RA Pfrut_038826-RA
Pcer_070547-RA Pfrut_042553-RA
Pcer_026756-RA Pfrut_068032-RA
Pcer_087475-RA Pfrut_047013-RA
Pcer_080847-RA Pfrut_094724-RA
Pcer_089786-RA Pfrut_069526-RA
Pcer_082769-RA Pfrut_025965-RA
Pcer_068439-RA Pfrut_075318-RA
Pcer_028355-RA Pfrut_090364-RA
Pcer_081323-RA Pfrut_082835-RA
Pcer_010395-RA Pfrut_040484-RA
Pcer_042687-RA Pfrut_020207-RA
Pcer_044792-RA Pfrut_039345-RA
Pcer_007482-RA Pfrut_033251-RA
Pcer_087904-RA Pfrut_047425-RA
Pcer_043921-RA Pfrut_038460-RA
Pcer_080736-RA Pfrut_094830-RA
Pcer_070986-RA Pfrut_043004-RA
Pcer_008828-RA Pfrut_012111-RA
Pcer_027292-RA Pfrut_067441-RA
Pcer_048808-RA Pfrut_077746-RA
Pcer_044020-RA Pfrut_009169-RA
Pcer_027919-RA Pfrut_066806-RA
Pcer_080686-RA Pfrut_094878-RA
Pcer_071281-RA Pfrut_043291-RA
Pcer_027956-RA Pfrut_066774-RA
Pcer_027799-RA Pfrut_066924-RA
Pcer_068558-RA Pfrut_075463-RA
Pcer_042370-RA Pfrut_018900-RA
Pcer_080685-RA Pfrut_094879-RA
Pcer_080856-RA Pfrut_094714-RA
Pcer_027647-RA Pfrut_067087-RA
Pcer_010233-RA Pfrut_003889-RA
Pcer_007592-RA Pfrut_033426-RA
Pcer_028112-RA Pfrut_066580-RA
Pcer_080476-RA Pfrut_095083-RA
Pcer_069850-RA Pfrut_052675-RA
Pcer_049267-RA Pfrut_044753-RA
Pcer_047582-RA Pfrut_010400-RA
Pcer_008367-RA Pfrut_089479-RA
Pcer_047333-RA Pfrut_100374-RA
Pcer_009700-RA Pfrut_019341-RA
Pcer_027918-RA Pfrut_066807-RA
Pcer_069340-RA Pfrut_021462-RA
Pcer_071069-RA Pfrut_069068-RA
Pcer_043629-RA Pfrut_038153-RA
Pcer_008524-RA Pfrut_089659-RA
Pcer_008839-RA Pfrut_012102-RA
Pcer_044295-RA Pfrut_054454-RA
Pcer_008605-RA Pfrut_089740-RA
Pcer_080745-RA Pfrut_094818-RA
Pcer_059746-RA Pfrut_028634-RA
Pcer_042247-RA Pfrut_019049-RA
Pcer_070211-RA Pfrut_042192-RA
Pcer_082147-RA Pfrut_060641-RA
Pcer_044270-RA Pfrut_038838-RA
Pcer_080324-RA Pfrut_095242-RA
Pcer_044266-RA Pfrut_038836-RA
Pcer_006954-RA Pfrut_099178-RA
Pcer_010433-RA Pfrut_004303-RA
Pcer_042504-RA Pfrut_018744-RA
Pcer_009986-RA Pfrut_003618-RA
Pcer_043616-RA Pfrut_038140-RA
Pcer_007245-RA Pfrut_017228-RA
Pcer_008997-RA Pfrut_075494-RA
Pcer_080553-RA Pfrut_095012-RA
Pcer_088842-RA Pfrut_023322-RA
Pcer_042908-RA Pfrut_018266-RA
Pcer_009615-RA Pfrut_019434-RA
Pcer_007532-RA Pfrut_033493-RA
Pcer_080821-RA Pfrut_094744-RA
Pcer_080883-RA Pfrut_094685-RA
Pcer_070954-RA Pfrut_042977-RA
Pcer_083107-RA Pfrut_074829-RA
Pcer_042297-RA Pfrut_018985-RA
Pcer_080611-RA Pfrut_094962-RA
Pcer_048695-RA Pfrut_077638-RA
Pcer_059584-RA Pfrut_070432-RA
Pcer_006405-RA Pfrut_071017-RA
Pcer_027009-RA Pfrut_067750-RA
Pcer_007794-RA Pfrut_033589-RA
Pcer_041517-RA Pfrut_085920-RA
Pcer_008146-RA Pfrut_089257-RA
Pcer_080854-RA Pfrut_094716-RA
Pcer_088005-RA Pfrut_047575-RA
Pcer_049287-RA Pfrut_083738-RA
Pcer_080320-RA Pfrut_095247-RA
Pcer_044754-RA Pfrut_039304-RA
Pcer_006352-RA Pfrut_098469-RA
Pcer_089752-RA Pfrut_069481-RA
Pcer_026752-RA Pfrut_068036-RA
Pcer_028451-RA Pfrut_066238-RA
Pcer_027362-RA Pfrut_067365-RA
Pcer_069656-RA Pfrut_052459-RA
Pcer_028421-RA Pfrut_066262-RA
Pcer_008046-RA Pfrut_089153-RA
Pcer_048495-RA Pfrut_037605-RA
Pcer_007186-RA Pfrut_035639-RA
Pcer_068689-RA Pfrut_068774-RA
Pcer_009964-RA Pfrut_003594-RA
Pcer_087329-RA Pfrut_046861-RA
Pcer_082543-RA Pfrut_026186-RA
Pcer_080346-RA Pfrut_095219-RA
Pcer_009789-RA Pfrut_019244-RA
Pcer_089814-RA Pfrut_090123-RA
Pcer_027006-RA Pfrut_067754-RA
Pcer_026677-RA Pfrut_068112-RA
Pcer_088996-RA Pfrut_023145-RA
Pcer_027613-RA Pfrut_067123-RA
Pcer_007209-RA Pfrut_076469-RA
Pcer_028359-RA Pfrut_090360-RA
Pcer_087930-RA Pfrut_047396-RA
Pcer_089920-RA Pfrut_069665-RA
Pcer_070436-RA Pfrut_042446-RA
Pcer_089538-RA Pfrut_069234-RA
Pcer_082013-RA Pfrut_026738-RA
Pcer_042031-RA Pfrut_085359-RA
Pcer_089924-RA Pfrut_069669-RA
Pcer_048388-RA Pfrut_077332-RA
Pcer_005754-RA Pfrut_071545-RA
Pcer_049240-RA Pfrut_083661-RA
Pcer_007272-RA Pfrut_017200-RA
Pcer_044898-RA Pfrut_039449-RA
Pcer_008153-RA Pfrut_089263-RA
Pcer_081654-RA Pfrut_082500-RA
Pcer_082892-RA Pfrut_025835-RA
Pcer_007856-RA Pfrut_033657-RA
Pcer_041744-RA Pfrut_085665-RA
Pcer_042448-RA Pfrut_018801-RA
Pcer_007416-RA Pfrut_033174-RA
Pcer_088300-RA Pfrut_096084-RA
Pcer_027446-RA Pfrut_067286-RA
Pcer_007463-RA Pfrut_033227-RA
Pcer_007920-RA Pfrut_033728-RA
Pcer_088554-RA Pfrut_041653-RA
Pcer_068143-RA Pfrut_006361-RA
Pcer_070611-RA Pfrut_042622-RA
Pcer_082301-RA Pfrut_005936-RA
Pcer_069807-RA Pfrut_059250-RA
Pcer_041851-RA Pfrut_085549-RA
Pcer_047163-RA Pfrut_025683-RA
Pcer_070998-RA Pfrut_043015-RA
Pcer_048660-RA Pfrut_077605-RA
Pcer_008973-RA Pfrut_020080-RA
Pcer_009847-RA Pfrut_019187-RA
Pcer_048671-RA Pfrut_077616-RA
Pcer_080555-RA Pfrut_095010-RA
Pcer_087577-RA Pfrut_047132-RA
Pcer_070461-RA Pfrut_042469-RA
Pcer_088042-RA Pfrut_047627-RA
Pcer_026669-RA Pfrut_068121-RA
Pcer_028026-RA Pfrut_066687-RA
Pcer_041509-RA Pfrut_085928-RA
Pcer_070682-RA Pfrut_042696-RA
Pcer_046950-RA Pfrut_074043-RA
Pcer_069972-RA Pfrut_059043-RA
Pcer_070863-RA Pfrut_042880-RA
Pcer_058373-RA Pfrut_087558-RA
Pcer_008236-RA Pfrut_089341-RA
Pcer_069632-RA Pfrut_052422-RA
Pcer_044652-RA Pfrut_039207-RA
Pcer_044146-RA Pfrut_038704-RA
Pcer_070681-RA Pfrut_042695-RA
Pcer_049080-RA Pfrut_086949-RA
Pcer_089057-RA Pfrut_023068-RA
Pcer_007363-RA Pfrut_033125-RA
Pcer_070447-RA Pfrut_042457-RA
Pcer_089079-RA Pfrut_023046-RA
Pcer_047046-RA Pfrut_034835-RA
Pcer_006444-RA Pfrut_098584-RA
Pcer_007901-RA Pfrut_033707-RA
Pcer_028304-RA Pfrut_066381-RA
Pcer_008334-RA Pfrut_089443-RA
Pcer_008655-RA Pfrut_052732-RA
Pcer_008305-RA Pfrut_009217-RA
Pcer_007494-RA Pfrut_071847-RA
Pcer_049001-RA Pfrut_083406-RA
Pcer_088500-RA Pfrut_041724-RA
Pcer_028251-RA Pfrut_066436-RA
Pcer_010439-RA Pfrut_004298-RA
Pcer_082401-RA Pfrut_017536-RA
Pcer_057876-RA Pfrut_090970-RA
Pcer_008726-RA Pfrut_089860-RA
Pcer_007574-RA Pfrut_033446-RA
Pcer_026733-RA Pfrut_068052-RA
Pcer_008372-RA Pfrut_089482-RA
Pcer_070694-RA Pfrut_042711-RA
Pcer_026885-RA Pfrut_067885-RA
Pcer_080753-RA Pfrut_094809-RA
Pcer_026527-RA Pfrut_068274-RA
Pcer_088680-RA Pfrut_023490-RA
Pcer_068479-RA Pfrut_075993-RA
Pcer_088695-RA Pfrut_023473-RA
Pcer_088196-RA Pfrut_092879-RA
Pcer_005465-RA Pfrut_071204-RA
Pcer_043574-RA Pfrut_044832-RA
Pcer_042427-RA Pfrut_018826-RA
Pcer_041844-RA Pfrut_085556-RA
Pcer_006236-RA Pfrut_098346-RA
Pcer_044123-RA Pfrut_038681-RA
Pcer_048398-RA Pfrut_077343-RA
Pcer_049074-RA Pfrut_086943-RA
Pcer_069548-RA Pfrut_052315-RA
Pcer_069950-RA Pfrut_059023-RA
Pcer_069613-RA Pfrut_052389-RA
Pcer_047591-RA Pfrut_010394-RA
Pcer_047809-RA Pfrut_065752-RA
Pcer_026624-RA Pfrut_068168-RA
Pcer_070079-RA Pfrut_042058-RA
Pcer_082445-RA Pfrut_026275-RA
Pcer_026421-RA Pfrut_061009-RA
Pcer_071279-RA Pfrut_043289-RA
Pcer_088999-RA Pfrut_023141-RA
Pcer_081579-RA Pfrut_082573-RA
Pcer_009782-RA Pfrut_019252-RA
Pcer_049007-RA Pfrut_034172-RA
Pcer_043836-RA Pfrut_038376-RA
Pcer_044747-RA Pfrut_039298-RA
Pcer_068311-RA Pfrut_045209-RA
Pcer_088555-RA Pfrut_041652-RA
Pcer_008602-RA Pfrut_089737-RA
Pcer_058961-RA Pfrut_027731-RA
Pcer_088934-RA Pfrut_023204-RA
Pcer_027075-RA Pfrut_067680-RA
Pcer_088142-RA Pfrut_095790-RA
Pcer_042394-RA Pfrut_018869-RA
Pcer_009843-RA Pfrut_019190-RA
Pcer_089938-RA Pfrut_069683-RA
Pcer_007367-RA Pfrut_033130-RA
Pcer_082687-RA Pfrut_048697-RA
Pcer_088154-RA Pfrut_096267-RA
Pcer_070802-RA Pfrut_042812-RA
Pcer_088830-RA Pfrut_023333-RA
Pcer_007806-RA Pfrut_033604-RA
Pcer_027345-RA Pfrut_065254-RA
Pcer_007243-RA Pfrut_017230-RA
Pcer_044419-RA Pfrut_036982-RA
Pcer_005446-RA Pfrut_071184-RA
Pcer_058975-RA Pfrut_023833-RA
Pcer_041809-RA Pfrut_085591-RA
Pcer_042409-RA Pfrut_018844-RA
Pcer_087935-RA Pfrut_047391-RA
Pcer_043648-RA Pfrut_038173-RA
Pcer_028267-RA Pfrut_066420-RA
Pcer_027378-RA Pfrut_067348-RA
Pcer_044536-RA Pfrut_039095-RA
Pcer_005872-RA Pfrut_050872-RA
Pcer_080688-RA Pfrut_094876-RA
Pcer_047852-RA Pfrut_076711-RA
Pcer_008965-RA Pfrut_020087-RA
Pcer_048699-RA Pfrut_077641-RA
Pcer_026681-RA Pfrut_068107-RA
Pcer_043659-RA Pfrut_038183-RA
Pcer_009401-RA Pfrut_019644-RA
Pcer_042591-RA Pfrut_018656-RA
Pcer_080640-RA Pfrut_094933-RA
Pcer_058649-RA Pfrut_055799-RA
Pcer_010412-RA Pfrut_040466-RA
Pcer_071031-RA Pfrut_043048-RA
Pcer_027084-RA Pfrut_067668-RA
Pcer_088837-RA Pfrut_023327-RA
Pcer_026723-RA Pfrut_068064-RA
Pcer_069876-RA Pfrut_058943-RA
Pcer_006876-RA Pfrut_099085-RA
Pcer_088556-RA Pfrut_041651-RA
Pcer_044907-RA Pfrut_039455-RA
Pcer_042633-RA Pfrut_018607-RA
Pcer_059747-RA Pfrut_028635-RA
Pcer_008108-RA Pfrut_089219-RA
Pcer_068115-RA Pfrut_006331-RA
Pcer_009458-RA Pfrut_019589-RA
Pcer_010436-RA Pfrut_004301-RA
Pcer_081333-RA Pfrut_082825-RA
Pcer_047147-RA Pfrut_058280-RA
Pcer_081060-RA Pfrut_094511-RA
Pcer_082930-RA Pfrut_082402-RA
Pcer_087215-RA Pfrut_046738-RA
Pcer_048332-RA Pfrut_077276-RA
Pcer_071118-RA Pfrut_043134-RA
Pcer_007409-RA Pfrut_033167-RA
Pcer_027071-RA Pfrut_067685-RA
Pcer_088685-RA Pfrut_023485-RA
Pcer_047570-RA Pfrut_016215-RA
Pcer_089931-RA Pfrut_069676-RA
Pcer_049405-RA Pfrut_083848-RA
Pcer_010400-RA Pfrut_040480-RA
Pcer_009213-RA Pfrut_019836-RA
Pcer_008401-RA Pfrut_089547-RA
Pcer_048396-RA Pfrut_077340-RA
Pcer_026182-RA Pfrut_044310-RA
Pcer_049273-RA Pfrut_083719-RA
Pcer_026191-RA Pfrut_044322-RA
Pcer_005595-RA Pfrut_071362-RA
Pcer_043729-RA Pfrut_038257-RA
Pcer_008624-RA Pfrut_057411-RA
Pcer_007207-RA Pfrut_076467-RA
Pcer_044164-RA Pfrut_038722-RA
Pcer_009759-RA Pfrut_019275-RA
Pcer_059247-RA Pfrut_028074-RA
Pcer_047165-RA Pfrut_078405-RA
Pcer_008999-RA Pfrut_020050-RA
Pcer_026753-RA Pfrut_068035-RA
Pcer_088505-RA Pfrut_041719-RA
Pcer_070980-RA Pfrut_042998-RA
Pcer_007377-RA Pfrut_033140-RA
Pcer_043161-RA Pfrut_102040-RA
Pcer_008874-RA Pfrut_090015-RA
Pcer_009321-RA Pfrut_019727-RA
Pcer_058503-RA Pfrut_098001-RA
Pcer_044289-RA Pfrut_038858-RA
Pcer_048692-RA Pfrut_077635-RA
Pcer_071216-RA Pfrut_043232-RA
Pcer_007919-RA Pfrut_033727-RA
Pcer_048583-RA Pfrut_077522-RA
Pcer_082800-RA Pfrut_025934-RA
Pcer_070212-RA Pfrut_042193-RA
Pcer_069796-RA Pfrut_052617-RA
Pcer_071261-RA Pfrut_043273-RA
Pcer_048455-RA Pfrut_077403-RA
Pcer_080332-RA Pfrut_095234-RA
Pcer_070650-RA Pfrut_042661-RA
Pcer_047580-RA Pfrut_010406-RA
Pcer_028373-RA Pfrut_066314-RA
Pcer_070913-RA Pfrut_042934-RA
Pcer_069510-RA Pfrut_052275-RA
Pcer_006785-RA Pfrut_098962-RA
Pcer_047321-RA Pfrut_021704-RA
Pcer_089907-RA Pfrut_076059-RA
Pcer_070800-RA Pfrut_042810-RA
Pcer_070945-RA Pfrut_042969-RA
Pcer_008575-RA Pfrut_089712-RA
Pcer_006449-RA Pfrut_098589-RA
Pcer_068496-RA Pfrut_076011-RA
Pcer_082724-RA Pfrut_026011-RA
Pcer_082898-RA Pfrut_025830-RA
Pcer_047561-RA Pfrut_016205-RA
Pcer_010178-RA Pfrut_003821-RA
Pcer_008566-RA Pfrut_089703-RA
Pcer_057921-RA Pfrut_090889-RA
Pcer_089889-RA Pfrut_069630-RA
Pcer_042466-RA Pfrut_018783-RA
Pcer_089890-RA Pfrut_069631-RA
Pcer_007218-RA Pfrut_076475-RA
Pcer_005561-RA Pfrut_071319-RA
Pcer_043393-RA Pfrut_050604-RA
Pcer_008136-RA Pfrut_089245-RA
Pcer_044143-RA Pfrut_038699-RA
Pcer_027777-RA Pfrut_066944-RA
Pcer_044318-RA Pfrut_038886-RA
Pcer_044161-RA Pfrut_038720-RA
Pcer_080725-RA Pfrut_094841-RA
Pcer_081665-RA Pfrut_082490-RA
Pcer_048410-RA Pfrut_077358-RA
Pcer_044156-RA Pfrut_038714-RA
Pcer_007647-RA Pfrut_033380-RA
Pcer_028341-RA Pfrut_066346-RA
Pcer_088035-RA Pfrut_047618-RA
Pcer_088052-RA Pfrut_047639-RA
Pcer_088133-RA Pfrut_095782-RA
Pcer_058769-RA Pfrut_099330-RA
Pcer_080601-RA Pfrut_094974-RA
Pcer_026298-RA Pfrut_044457-RA
Pcer_042733-RA Pfrut_018483-RA
Pcer_027498-RA Pfrut_067234-RA
Pcer_047980-RA Pfrut_076869-RA
Pcer_048718-RA Pfrut_077660-RA
Pcer_070678-RA Pfrut_042691-RA
Pcer_006483-RA Pfrut_098633-RA
Pcer_071168-RA Pfrut_043184-RA
Pcer_028435-RA Pfrut_046617-RA
Pcer_041931-RA Pfrut_085466-RA
Pcer_043845-RA Pfrut_038384-RA
Pcer_058518-RA Pfrut_087044-RA
Pcer_087829-RA Pfrut_047504-RA
Pcer_044613-RA Pfrut_039176-RA
Pcer_044715-RA Pfrut_039265-RA
Pcer_007195-RA Pfrut_076457-RA
Pcer_042539-RA Pfrut_041534-RA
Pcer_009828-RA Pfrut_019204-RA
Pcer_027655-RA Pfrut_067079-RA
Pcer_089950-RA Pfrut_069692-RA
Pcer_008091-RA Pfrut_089200-RA
Pcer_027814-RA Pfrut_041281-RA
Pcer_069669-RA Pfrut_030183-RA
Pcer_049087-RA Pfrut_083502-RA
Pcer_007653-RA Pfrut_033373-RA
Pcer_044265-RA Pfrut_038835-RA
Pcer_008349-RA Pfrut_046378-RA
Pcer_044654-RA Pfrut_039209-RA
Pcer_049355-RA Pfrut_083805-RA
Pcer_044739-RA Pfrut_039290-RA
Pcer_026284-RA Pfrut_044439-RA
Pcer_007550-RA Pfrut_033473-RA
Pcer_082289-RA Pfrut_026431-RA
Pcer_082849-RA Pfrut_025873-RA
Pcer_009212-RA Pfrut_019837-RA
Pcer_082732-RA Pfrut_025999-RA
Pcer_044790-RA Pfrut_039343-RA
Pcer_028035-RA Pfrut_066668-RA
Pcer_009443-RA Pfrut_019605-RA
Pcer_082054-RA Pfrut_026678-RA
Pcer_087481-RA Pfrut_047019-RA
Pcer_008639-RA Pfrut_089773-RA
Pcer_087346-RA Pfrut_046872-RA
Pcer_042865-RA Pfrut_018326-RA
Pcer_080710-RA Pfrut_094856-RA
Pcer_008335-RA Pfrut_089445-RA
Pcer_048807-RA Pfrut_077745-RA
Pcer_082286-RA Pfrut_026434-RA
