chr	start	end	gene
Pcer_chr3A 26165926 26166752 Pcer_094477-RA
Pcer_chr3A 26173532 26177213 Pcer_094478-RA
Pcer_chr3A 26177326 26178723 Pcer_094479-RA
Pcer_chr3A 26179129 26180688 Pcer_094480-RA
Pcer_chr3A 26187670 26189418 Pcer_094481-RA
Pcer_chr3A 26189444 26190019 Pcer_094482-RA
Pcer_chr3A 26192614 26194676 Pcer_094483-RA
Pcer_chr3A 26205007 26208599 Pcer_094484-RA
Pcer_chr3A 26214243 26216936 Pcer_094485-RA
Pcer_chr3A 26224640 26227264 Pcer_094486-RA
Pcer_chr3A 26228271 26228696 Pcer_094487-RA
Pcer_chr3A 26230062 26231726 Pcer_094488-RA
Pcer_chr3A 26233295 26235931 Pcer_094489-RA
Pcer_chr3A 26239991 26242609 Pcer_094490-RA
Pcer_chr3A 26257295 26259745 Pcer_094491-RA
Pcer_chr3A 26264466 26267051 Pcer_094492-RA
Pcer_chr3A 26268704 26272133 Pcer_094493-RA
Pcer_chr3A 26275072 26278524 Pcer_094494-RA
Pcer_chr3A 26282827 26287256 Pcer_094495-RA
Pcer_chr3A 26292940 26298850 Pcer_094496-RA
Pcer_chr3A 26298774 26299910 Pcer_094497-RA
Pcer_chr3A 26303095 26304225 Pcer_094498-RA
Pcer_chr3A 26308791 26314879 Pcer_094499-RA
Pcer_chr3A 26315559 26316941 Pcer_094500-RA
Pcer_chr3A 26318235 26319173 Pcer_094501-RA
Pcer_chr3A 26322104 26322967 Pcer_094502-RA
Pcer_chr3A 26337843 26339741 Pcer_094503-RA
Pcer_chr3A 26340330 26342226 Pcer_094504-RA
Pcer_chr3A 26343213 26344625 Pcer_094505-RA
Pcer_chr3A 26348609 26350003 Pcer_094506-RA
Pcer_chr3A 26386053 26387172 Pcer_094507-RA
Pcer_chr3A 26391360 26392823 Pcer_094508-RA
Pcer_chr3A 26397811 26399213 Pcer_094509-RA
Pcer_chr3A 26406909 26411842 Pcer_094510-RA
Pcer_chr3A 26413050 26416135 Pcer_094511-RA
Pcer_chr3A 26417587 26421030 Pcer_094512-RA
Pcer_chr3A 26424824 26426184 Pcer_094513-RA
Pcer_chr3A 26426688 26428651 Pcer_094514-RA
Pcer_chr3A 26427294 26429464 Pcer_094515-RA
Pcer_chr3A 26441309 26443454 Pcer_094516-RA
Pcer_chr3A 26445654 26447387 Pcer_094517-RA
Pcer_chr3A 26449422 26455980 Pcer_094518-RA
Pcer_chr3A 26456790 26461548 Pcer_094519-RA
Pcer_chr3A 26461656 26466606 Pcer_094520-RA
Pcer_chr3A 26469115 26475948 Pcer_094521-RA
Pcer_chr3A 26477413 26486198 Pcer_094522-RA
Pcer_chr3A 26487365 26488249 Pcer_094523-RA
Pcer_chr3A 26494311 26496226 Pcer_094524-RA
Pcer_chr3A 26497675 26498166 Pcer_094525-RA
Pcer_chr3A 26500260 26505157 Pcer_094526-RA
Pcer_chr3A 26516598 26518228 Pcer_094527-RA
Pcer_chr3A 26518537 26520332 Pcer_094528-RA
Pcer_chr3A 26521494 26523251 Pcer_094529-RA
Pcer_chr3A 26524128 26526095 Pcer_094530-RA
Pcer_chr3A 26528004 26528357 Pcer_094531-RA
Pcer_chr3A 26532732 26533481 Pcer_094532-RA
Pcer_chr3A 26534163 26535105 Pcer_094533-RA
Pcer_chr3A 26536428 26549299 Pcer_094534-RA
Pcer_chr3A 26549619 26552322 Pcer_094535-RA
Pcer_chr3A 26552589 26556272 Pcer_094536-RA
Pcer_chr3A 26556514 26558285 Pcer_094537-RA
Pcer_chr3A 26559637 26563712 Pcer_094538-RA
Pcer_chr3A 26570321 26570830 Pcer_094539-RA
Pcer_chr3A 26570904 26571215 Pcer_094540-RA
Pcer_chr3A 26574135 26574452 Pcer_094541-RA
Pcer_chr3A 26580601 26582049 Pcer_094542-RA
Pcer_chr3A 26584286 26586870 Pcer_094543-RA
Pcer_chr3A 26589043 26590680 Pcer_094544-RA
Pcer_chr3A 26592009 26598929 Pcer_094545-RA
Pcer_chr3A 26603104 26605206 Pcer_094546-RA
Pcer_chr3A 26608112 26608824 Pcer_094547-RA
Pcer_chr3A 26608890 26610635 Pcer_094548-RA
Pcer_chr3A 26614282 26619608 Pcer_094549-RA
Pcer_chr3A 26619823 26623878 Pcer_094550-RA
Pcer_chr3A 26624574 26629196 Pcer_094551-RA
Pcer_chr3A 26629526 26635104 Pcer_094552-RA
Pcer_chr3A 26635391 26636148 Pcer_094553-RA
Pcer_chr3A 26636542 26637430 Pcer_094554-RA
Pcer_chr3A 26638432 26639178 Pcer_094555-RA
Pcer_chr3A 26654351 26656033 Pcer_094556-RA
Pcer_chr3A 26659517 26664378 Pcer_094557-RA
Pcer_chr3A 26665396 26665692 Pcer_094558-RA
Pcer_chr3A 26677075 26680839 Pcer_094559-RA
Pcer_chr3A 26681670 26685959 Pcer_094560-RA
Pcer_chr3A 26688209 26694912 Pcer_094561-RA
Pcer_chr3A 26706411 26706779 Pcer_094562-RA
Pcer_chr3A 26714390 26714968 Pcer_094563-RA
Pcer_chr3A 26716246 26716545 Pcer_094564-RA
Pcer_chr3A 26733631 26738007 Pcer_094565-RA
Pcer_chr3A 26738574 26739971 Pcer_094566-RA
Pcer_chr3A 26742133 26743517 Pcer_094567-RA
Pcer_chr3A 26743780 26748596 Pcer_094568-RA
Pcer_chr3A 26808095 26809297 Pcer_094569-RA
Pcer_chr3A 26830782 26838533 Pcer_094570-RA
Pcer_chr3A 26896087 26901339 Pcer_094571-RA
Pcer_chr3A 26915769 26917066 Pcer_094572-RA
Pcer_chr3A 26917656 26919461 Pcer_094573-RA
Pcer_chr3A 26922267 26925835 Pcer_094574-RA
Pcer_chr3A 26927049 26929080 Pcer_094575-RA
Pcer_chr3A 26929351 26935770 Pcer_094576-RA
Pcer_chr3A 26936324 26937737 Pcer_094577-RA
Pcer_chr3A 26938170 26940365 Pcer_094578-RA
Pcer_chr3A 26940849 26943902 Pcer_094579-RA
Pcer_chr3A 26945715 26950017 Pcer_094580-RA
Pcer_chr3A 26970039 26973885 Pcer_094581-RA
Pcer_chr3A 26975281 26977033 Pcer_094582-RA
Pcer_chr3A 26990284 26991681 Pcer_094583-RA
Pcer_chr3A 26998003 27001202 Pcer_094584-RA
Pcer_chr3A 27004160 27004901 Pcer_094585-RA
Pcer_chr3A 27018238 27020628 Pcer_094586-RA
Pcer_chr3A 27021183 27025750 Pcer_094587-RA
Pcer_chr3A 27026579 27027856 Pcer_094588-RA
Pcer_chr3A 27030614 27037548 Pcer_094589-RA
Pcer_chr3A 27038677 27047495 Pcer_094590-RA
Pcer_chr3A 27048101 27051112 Pcer_094591-RA
Pcer_chr3A 27051294 27052073 Pcer_094592-RA
Pcer_chr3A 27052155 27053252 Pcer_094593-RA
Pcer_chr3A 27053664 27055474 Pcer_094594-RA
Pcer_chr3A 27056061 27059515 Pcer_094595-RA
Pcer_chr3A 27060236 27061202 Pcer_094596-RA
Pcer_chr3A 27062375 27067039 Pcer_094597-RA
Pcer_chr3A 27065386 27066873 Pcer_094598-RA
Pcer_chr3A 27067050 27069456 Pcer_094599-RA
Pcer_chr3A 27071197 27076033 Pcer_094600-RA
Pcer_chr3A 27076324 27078790 Pcer_094601-RA
Pcer_chr3A 27081906 27085874 Pcer_094602-RA
Pcer_chr3A 27092598 27095257 Pcer_094603-RA
Pcer_chr3A 27112485 27114512 Pcer_094604-RA
Pcer_chr3A 27119257 27120771 Pcer_094605-RA
Pcer_chr3A 27123544 27124297 Pcer_094606-RA
Pcer_chr3A 27127431 27128115 Pcer_094607-RA
Pcer_chr3A 27150490 27154314 Pcer_094608-RA
Pcer_chr3A 27158284 27163516 Pcer_094609-RA
Pcer_chr3A 27168275 27172430 Pcer_094610-RA
Pcer_chr3A 27183683 27185688 Pcer_094611-RA
Pcer_chr3A 27191653 27194989 Pcer_094612-RA
Pcer_chr3A 27198199 27200013 Pcer_094613-RA
Pcer_chr3A 27200990 27201592 Pcer_094614-RA
Pcer_chr3A 27206757 27208732 Pcer_094615-RA
Pcer_chr3A 27214051 27214746 Pcer_094616-RA
Pcer_chr3A 27216770 27218890 Pcer_094617-RA
Pcer_chr3A 27220267 27220722 Pcer_094618-RA
Pcer_chr3A 27221987 27225730 Pcer_094619-RA
Pcer_chr3A 27225854 27231439 Pcer_094620-RA
Pcer_chr3A 27232366 27233064 Pcer_094621-RA
Pcer_chr3A 27233882 27236363 Pcer_094622-RA
Pcer_chr3A 27236816 27238333 Pcer_094623-RA
Pcer_chr3A 27238569 27240561 Pcer_094624-RA
Pcer_chr3A 27254893 27257994 Pcer_094625-RA
Pcer_chr3A 27262028 27263406 Pcer_094626-RA
Pcer_chr3A 27264102 27273379 Pcer_094627-RA
Pcer_chr3A 27275943 27278795 Pcer_094628-RA
Pcer_chr3A 27278960 27280396 Pcer_094629-RA
Pcer_chr3A 27290277 27291363 Pcer_094630-RA
Pcer_chr3A 27299198 27299476 Pcer_094631-RA
Pcer_chr3A 27313951 27316234 Pcer_094632-RA
Pcer_chr3A 27325177 27328449 Pcer_094633-RA
Pcer_chr3A 27329472 27331498 Pcer_094634-RA
Pcer_chr3A 27331729 27336061 Pcer_094635-RA
Pcer_chr3A 27339661 27341173 Pcer_094636-RA
Pcer_chr3A 27341928 27344327 Pcer_094637-RA
Pcer_chr3A 27345319 27351540 Pcer_094638-RA
Pcer_chr3A 27354881 27358986 Pcer_094639-RA
Pcer_chr3A 27359363 27367581 Pcer_094640-RA
Pcer_chr3A 27374330 27378233 Pcer_094641-RA
Pcer_chr3A 27379452 27383056 Pcer_094642-RA
Pcer_chr3A 27383518 27384142 Pcer_094643-RA
Pcer_chr3A 27385039 27387250 Pcer_094644-RA
Pcer_chr3A 27390598 27398364 Pcer_094645-RA
Pcer_chr3A 27403141 27405253 Pcer_094646-RA
Pcer_chr3A 27407675 27411550 Pcer_094647-RA
Pcer_chr3A 27414203 27415384 Pcer_094648-RA
Pcer_chr3A 27420014 27422753 Pcer_094649-RA
Pcer_chr3A 27424111 27428918 Pcer_094650-RA
Pcer_chr3A 27431092 27432459 Pcer_094651-RA
Pcer_chr3A 27438649 27439850 Pcer_094652-RA
Pcer_chr3A 27447820 27453473 Pcer_094653-RA
Pcer_chr3A 27453522 27456531 Pcer_094654-RA
Pcer_chr3A 27456971 27459860 Pcer_094655-RA
Pcer_chr3A 27494185 27494586 Pcer_094656-RA
Pcer_chr3A 27494912 27497396 Pcer_094657-RA
Pcer_chr3A 27499597 27506084 Pcer_094658-RA
Pcer_chr3A 27510733 27511941 Pcer_094659-RA
Pcer_chr3A 27519980 27521097 Pcer_094660-RA
Pcer_chr3A 27528376 27532959 Pcer_094661-RA
Pcer_chr3A 27533194 27534884 Pcer_094662-RA
Pcer_chr3A 27544851 27548204 Pcer_094663-RA
Pcer_chr3A 27553475 27557179 Pcer_094664-RA
Pcer_chr3A 27557471 27560215 Pcer_094665-RA
Pcer_chr3A 27560850 27563046 Pcer_094666-RA
Pcer_chr3A 27564273 27566300 Pcer_094667-RA
Pcer_chr3A 27576366 27577067 Pcer_094668-RA
Pcer_chr3A 27576917 27578420 Pcer_094669-RA
Pcer_chr3A 27580783 27583123 Pcer_094670-RA
Pcer_chr3A 27584618 27589522 Pcer_094671-RA
Pcer_chr3A 27589574 27590575 Pcer_094672-RA
Pcer_chr3A 27590857 27593308 Pcer_094673-RA
Pcer_chr3A 27595314 27597682 Pcer_094674-RA
Pcer_chr3A 27598030 27601266 Pcer_094675-RA
Pcer_chr3A 27601419 27603646 Pcer_094676-RA
Pcer_chr3A 27604783 27608757 Pcer_094677-RA
Pcer_chr3A 27608880 27612439 Pcer_094678-RA
Pcer_chr3A 27641002 27645036 Pcer_094679-RA
Pcer_chr3A 27645125 27646522 Pcer_094680-RA
Pcer_chr3A 27645295 27652281 Pcer_094681-RA
Pcer_chr3A 27659379 27671090 Pcer_094682-RA
Pcer_chr3A 27671756 27680623 Pcer_094683-RA
Pcer_chr3A 27674405 27676097 Pcer_094684-RA
Pcer_chr3A 27680834 27682330 Pcer_094685-RA
Pcer_chr3A 27683547 27685039 Pcer_094686-RA
Pcer_chr3A 27685650 27686255 Pcer_094687-RA
Pcer_chr3A 27688086 27701127 Pcer_094688-RA
Pcer_chr3A 27709482 27713359 Pcer_094689-RA
Pcer_chr3A 27714283 27716319 Pcer_094690-RA
Pcer_chr3A 27719058 27723019 Pcer_094691-RA
Pcer_chr3A 27734165 27735529 Pcer_094692-RA
Pcer_chr3A 27736501 27738066 Pcer_094693-RA
Pcer_chr3A 27745736 27747307 Pcer_094694-RA
Pcer_chr3A 27748021 27749572 Pcer_094695-RA
Pcer_chr3A 27752193 27753749 Pcer_094696-RA
Pcer_chr3A 27755886 27758353 Pcer_094697-RA
Pcer_chr3A 27758405 27760410 Pcer_094698-RA
Pcer_chr3A 27762525 27764072 Pcer_094699-RA
Pcer_chr3A 27764733 27768138 Pcer_094700-RA
Pcer_chr3A 27769112 27769999 Pcer_094701-RA
Pcer_chr3A 27771806 27774798 Pcer_094702-RA
Pcer_chr3A 27774920 27778456 Pcer_094703-RA
Pcer_chr3A 27785422 27787215 Pcer_094704-RA
Pcer_chr3A 27789560 27795403 Pcer_094705-RA
Pcer_chr3A 27795695 27801029 Pcer_094706-RA
Pcer_chr3A 27810137 27810502 Pcer_094707-RA
Pcer_chr3A 27822016 27823198 Pcer_094708-RA
Pcer_chr3A 27823027 27825090 Pcer_094709-RA
Pcer_chr3A 27832092 27838641 Pcer_094710-RA
Pcer_chr3A 27837327 27838589 Pcer_094711-RA
Pcer_chr3A 27869374 27874698 Pcer_094712-RA
Pcer_chr3A 27875595 27876690 Pcer_094713-RA
Pcer_chr3A 27879416 27888870 Pcer_094714-RA
Pcer_chr3A 27889638 27892266 Pcer_094715-RA
Pcer_chr3A 27894303 27895433 Pcer_094716-RA
Pcer_chr3A 27895885 27900404 Pcer_094717-RA
Pcer_chr3A 27901816 27906419 Pcer_094718-RA
Pcer_chr3A 27907115 27910880 Pcer_094719-RA
Pcer_chr3A 27933695 27936727 Pcer_094720-RA
Pcer_chr3A 27937606 27940332 Pcer_094721-RA
Pcer_chr3A 27948550 27950762 Pcer_094722-RA
Pcer_chr3A 27950940 27951881 Pcer_094723-RA
Pcer_chr3A 27953728 27954672 Pcer_094724-RA
Pcer_chr3A 27957330 27958256 Pcer_094725-RA
Pcer_chr3A 27962076 27967213 Pcer_094726-RA
Pcer_chr3A 27969315 27970256 Pcer_094727-RA
Pcer_chr3A 27977875 27978789 Pcer_094728-RA
Pcer_chr3A 27985809 27986738 Pcer_094729-RA
Pcer_chr3A 27990639 27991571 Pcer_094730-RA
Pcer_chr3A 27993227 27995242 Pcer_094731-RA
Pcer_chr3A 27995246 27996175 Pcer_094732-RA
Pcer_chr3A 28008730 28009719 Pcer_094733-RA
Pcer_chr3A 28011092 28013679 Pcer_094734-RA
Pcer_chr3A 28014184 28021212 Pcer_094735-RA
Pcer_chr3A 28025132 28028133 Pcer_094736-RA
Pcer_chr3A 28028717 28031794 Pcer_094737-RA
Pcer_chr3A 28036776 28037609 Pcer_094738-RA
Pcer_chr3A 28040140 28041120 Pcer_094739-RA
Pcer_chr3A 28054211 28057311 Pcer_094740-RA
Pcer_chr3A 28057903 28064017 Pcer_094741-RA
Pcer_chr3A 28065397 28067216 Pcer_094742-RA
Pcer_chr3A 28068150 28070213 Pcer_094743-RA
Pcer_chr3A 28071976 28072946 Pcer_094744-RA
Pcer_chr3A 28073454 28076494 Pcer_094745-RA
Pcer_chr3A 28077004 28078813 Pcer_094746-RA
Pcer_chr3A 28079726 28083334 Pcer_094747-RA
Pcer_chr3A 28084008 28087475 Pcer_094748-RA
Pcer_chr3A 28094439 28102944 Pcer_094749-RA
Pcer_chr3A 28104247 28107353 Pcer_094750-RA
Pcer_chr3A 28109474 28109842 Pcer_094751-RA
Pcer_chr3A 28111494 28115399 Pcer_094752-RA
Pcer_chr3A 28115647 28118931 Pcer_094753-RA
Pcer_chr3A 28118964 28121776 Pcer_094754-RA
Pcer_chr3A 28122806 28125523 Pcer_094755-RA
Pcer_chr3A 28126480 28128678 Pcer_094756-RA
Pcer_chr3A 28141778 28142328 Pcer_094757-RA
Pcer_chr3A 28143360 28146105 Pcer_094758-RA
Pcer_chr3A 28146681 28149232 Pcer_094759-RA
Pcer_chr3A 28150252 28158724 Pcer_094760-RA
Pcer_chr3A 28160707 28163965 Pcer_094761-RA
Pcer_chr3A 28164596 28166724 Pcer_094762-RA
Pcer_chr3A 28172981 28173463 Pcer_094763-RA
Pcer_chr3A 28176875 28177144 Pcer_094764-RA
Pcer_chr3A 28178732 28181781 Pcer_094765-RA
Pcer_chr3A 28182778 28187712 Pcer_094766-RA
Pcer_chr3A 28198300 28203082 Pcer_094767-RA
Pcer_chr3A 28203479 28206132 Pcer_094768-RA
Pcer_chr3A 28207838 28209536 Pcer_094769-RA
Pcer_chr3A 28210645 28212114 Pcer_094770-RA
Pcer_chr3A 28217591 28223725 Pcer_094771-RA
Pcer_chr3A 28224351 28230007 Pcer_094772-RA
Pcer_chr3A 28232280 28235807 Pcer_094773-RA
Pcer_chr3A 28239904 28253635 Pcer_094774-RA
Pcer_chr3A 28254067 28256975 Pcer_094775-RA
Pcer_chr3A 28280297 28282271 Pcer_094776-RA
Pcer_chr3A 28286564 28291053 Pcer_094777-RA
Pcer_chr3A 28291905 28296298 Pcer_094778-RA
Pcer_chr3A 28296527 28298013 Pcer_094779-RA
Pcer_chr3A 28298501 28299433 Pcer_094780-RA
Pcer_chr3A 28299972 28304170 Pcer_094781-RA
Pcer_chr3A 28304309 28308386 Pcer_094782-RA
Pcer_chr3A 28308668 28310650 Pcer_094783-RA
Pcer_chr3A 28311136 28314296 Pcer_094784-RA
Pcer_chr3A 28315412 28317764 Pcer_094785-RA
Pcer_chr3A 28319067 28321159 Pcer_094786-RA
Pcer_chr3A 28325758 28328010 Pcer_094787-RA
Pcer_chr3A 28328879 28331336 Pcer_094788-RA
Pcer_chr3A 28332721 28334187 Pcer_094789-RA
Pcer_chr3A 28342667 28343951 Pcer_094790-RA
Pcer_chr3A 28345530 28347678 Pcer_094791-RA
Pcer_chr3A 28351702 28355046 Pcer_094792-RA
Pcer_chr3A 28355315 28357335 Pcer_094793-RA
Pcer_chr3A 28357749 28362280 Pcer_094794-RA
Pcer_chr3A 28378524 28382795 Pcer_094795-RA
Pcer_chr3A 28383168 28390316 Pcer_094796-RA
Pcer_chr3A 28386509 28390708 Pcer_094797-RA
Pcer_chr3A 28395079 28399297 Pcer_094798-RA
Pcer_chr3A 28402553 28403413 Pcer_094799-RA
Pcer_chr3A 28406405 28413417 Pcer_094800-RA
Pcer_chr3A 28415261 28423472 Pcer_094801-RA
Pcer_chr3A 28423588 28425476 Pcer_094802-RA
Pcer_chr3A 28430083 28434228 Pcer_094803-RA
Pcer_chr3A 28448634 28450929 Pcer_094804-RA
Pcer_chr3A 28451524 28454400 Pcer_094805-RA
Pcer_chr3A 28457785 28458351 Pcer_094806-RA
Pcer_chr3A 28458849 28462928 Pcer_094807-RA
Pcer_chr3A 28471475 28476252 Pcer_094808-RA
Pcer_chr3A 28481980 28484810 Pcer_094809-RA
Pcer_chr3A 28484929 28487222 Pcer_094810-RA
Pcer_chr3A 28487426 28490096 Pcer_094811-RA
Pcer_chr3A 28494102 28498103 Pcer_094812-RA
Pcer_chr3A 28499256 28504761 Pcer_094813-RA
Pcer_chr3A 28505302 28510766 Pcer_094814-RA
Pcer_chr3A 28513184 28516461 Pcer_094815-RA
Pcer_chr3A 28530010 28530296 Pcer_094816-RA
Pcer_chr3A 28535888 28538649 Pcer_094817-RA
Pcer_chr3A 28539298 28542239 Pcer_094818-RA
Pcer_chr3A 28542512 28544987 Pcer_094819-RA
Pcer_chr3A 28546000 28548181 Pcer_094820-RA
Pcer_chr3A 28548769 28550180 Pcer_094821-RA
Pcer_chr3A 28550201 28551684 Pcer_094822-RA
Pcer_chr3A 28551914 28556501 Pcer_094823-RA
Pcer_chr3A 28559225 28566665 Pcer_094824-RA
Pcer_chr3A 28573310 28576879 Pcer_094825-RA
Pcer_chr3A 28578963 28579405 Pcer_094826-RA
Pcer_chr3A 28586249 28596678 Pcer_094827-RA
Pcer_chr3A 28600706 28609900 Pcer_094828-RA
Pcer_chr3A 28616783 28618963 Pcer_094829-RA
Pcer_chr3A 28620002 28622518 Pcer_094830-RA
Pcer_chr3A 28620002 28624332 Pcer_094831-RA
Pcer_chr3A 28628770 28638124 Pcer_094832-RA
Pcer_chr3A 28638796 28640864 Pcer_094833-RA
Pcer_chr3A 28640865 28643101 Pcer_094834-RA
Pcer_chr3A 28644682 28645104 Pcer_094835-RA
Pcer_chr3A 28654103 28654735 Pcer_094836-RA
Pcer_chr3A 28658874 28664878 Pcer_094837-RA
Pcer_chr3A 28670773 28674307 Pcer_094838-RA
Pcer_chr3A 28674793 28678296 Pcer_094839-RA
Pcer_chr3A 28678461 28684551 Pcer_094840-RA
Pcer_chr3A 28686125 28687447 Pcer_094841-RA
Pcer_chr3A 28688895 28701151 Pcer_094842-RA
Pcer_chr3A 28701486 28702252 Pcer_094843-RA
Pcer_chr3A 28714392 28715393 Pcer_094844-RA
Pcer_chr3A 28716437 28720052 Pcer_094845-RA
Pcer_chr3A 28721154 28721830 Pcer_094846-RA
Pcer_chr3A 28726305 28726763 Pcer_094847-RA
Pcer_chr3A 28731230 28735735 Pcer_094848-RA
Pcer_chr3A 28734454 28738724 Pcer_094849-RA
Pcer_chr3A 28740273 28744246 Pcer_094850-RA
Pcer_chr3A 28755308 28772843 Pcer_094851-RA
Pcer_chr3A 28776230 28776556 Pcer_094852-RA
Pcer_chr3A 28782885 28784309 Pcer_094853-RA
Pcer_chr3A 28785495 28789639 Pcer_094854-RA
Pcer_chr3A 28790892 28791335 Pcer_094855-RA
Pcer_chr3A 28799789 28805537 Pcer_094856-RA
Pcer_chr3A 28807166 28823204 Pcer_094857-RA
Pcer_chr3A 28824692 28827696 Pcer_094858-RA
Pcer_chr3A 28828070 28830986 Pcer_094859-RA
Pcer_chr3A 28832100 28836004 Pcer_094860-RA
Pcer_chr3A 28837311 28839958 Pcer_094861-RA
Pcer_chr3A 28840419 28841672 Pcer_094862-RA
Pcer_chr3A 28842399 28845966 Pcer_094863-RA
Pcer_chr3A 28848518 28850671 Pcer_094864-RA
Pcer_chr3A 28852484 28855300 Pcer_094865-RA
Pcer_chr3A 28855104 28856455 Pcer_094866-RA
Pcer_chr3A 28858250 28861012 Pcer_094867-RA
Pcer_chr3A 28861881 28865578 Pcer_094868-RA
Pcer_chr3A 28865926 28869862 Pcer_094869-RA
Pcer_chr3A 28870202 28874482 Pcer_094870-RA
Pcer_chr3A 28875705 28878878 Pcer_094871-RA
Pcer_chr3A 28887866 28891282 Pcer_094872-RA
Pcer_chr3A 28907156 28907858 Pcer_094873-RA
Pcer_chr3A 28910286 28917343 Pcer_094874-RA
Pcer_chr3A 28917828 28920089 Pcer_094875-RA
Pcer_chr3A 28924581 28926731 Pcer_094876-RA
Pcer_chr3A 28929047 28931011 Pcer_094877-RA
Pcer_chr3A 28931085 28932918 Pcer_094878-RA
Pcer_chr3A 28933217 28937069 Pcer_094879-RA
Pcer_chr3A 28936313 28940651 Pcer_094880-RA
Pcer_chr3A 28951390 28951752 Pcer_094881-RA
Pcer_chr3A 28954342 28957653 Pcer_094882-RA
Pcer_chr3A 28957788 28962667 Pcer_094883-RA
Pcer_chr3A 28957945 28959432 Pcer_094884-RA
Pcer_chr3A 28963434 28965190 Pcer_094885-RA
Pcer_chr3A 28966135 28968313 Pcer_094886-RA
Pcer_chr3A 28968314 28971606 Pcer_094887-RA
Pcer_chr3A 28972037 28975869 Pcer_094888-RA
Pcer_chr3A 28984818 28985765 Pcer_094889-RA
Pcer_chr3A 28997041 28997427 Pcer_094890-RA
Pcer_chr3A 29004310 29005299 Pcer_094891-RA
Pcer_chr3A 29017717 29022548 Pcer_094892-RA
Pcer_chr3A 29023259 29023693 Pcer_094893-RA
Pcer_chr3A 29024767 29032822 Pcer_094894-RA
Pcer_chr3A 29033398 29035813 Pcer_094895-RA
Pcer_chr3A 29035881 29038480 Pcer_094896-RA
Pcer_chr3A 29038744 29042240 Pcer_094897-RA
Pcer_chr3A 29044352 29046482 Pcer_094898-RA
Pcer_chr3A 29048494 29050044 Pcer_094899-RA
Pcer_chr3A 29050162 29052624 Pcer_094900-RA
Pcer_chr3A 29052760 29057635 Pcer_094901-RA
Pcer_chr3A 29058834 29059232 Pcer_094902-RA
Pcer_chr3A 29064645 29067172 Pcer_094903-RA
Pcer_chr3A 29068435 29071634 Pcer_094904-RA
Pcer_chr3A 29072823 29073233 Pcer_094905-RA
Pcer_chr3A 29074767 29077585 Pcer_094906-RA
Pcer_chr3A 29079722 29080606 Pcer_094907-RA
Pcer_chr3A 29081926 29083541 Pcer_094908-RA
Pcer_chr3A 29086065 29088701 Pcer_094909-RA
Pcer_chr3A 29094996 29095598 Pcer_094910-RA
Pcer_chr3A 29096024 29097273 Pcer_094911-RA
Pcer_chr3A 29100151 29101148 Pcer_094912-RA
Pcer_chr3A 29105719 29110213 Pcer_094913-RA
Pcer_chr3A 29110702 29111706 Pcer_094914-RA
Pcer_chr3A 29111815 29113034 Pcer_094915-RA
Pcer_chr3A 29113671 29116677 Pcer_094916-RA
Pcer_chr3A 29117303 29119937 Pcer_094917-RA
Pcer_chr3A 29120034 29131538 Pcer_094918-RA
Pcer_chr3A 29131850 29133924 Pcer_094919-RA
Pcer_chr3A 29135123 29136831 Pcer_094920-RA
Pcer_chr3A 29138244 29140375 Pcer_094921-RA
Pcer_chr3A 29140462 29143810 Pcer_094922-RA
Pcer_chr3A 29144724 29145143 Pcer_094923-RA
Pcer_chr3A 29146711 29148863 Pcer_094924-RA
Pcer_chr3A 29158119 29158889 Pcer_094925-RA
Pcer_chr3A 29164934 29165501 Pcer_094926-RA
Pcer_chr3A 29172482 29173048 Pcer_094927-RA
Pcer_chr3A 29174506 29177037 Pcer_094928-RA
Pcer_chr3A 29177614 29181387 Pcer_094929-RA
Pcer_chr3A 29181388 29186788 Pcer_094930-RA
Pcer_chr3A 29186972 29189745 Pcer_094931-RA
Pcer_chr3A 29190040 29191513 Pcer_094932-RA
Pcer_chr3A 29192929 29194273 Pcer_094933-RA
Pcer_chr3A 29200010 29201870 Pcer_094934-RA
Pcer_chr3A 29202229 29204259 Pcer_094935-RA
Pcer_chr3A 29204469 29213348 Pcer_094936-RA
Pcer_chr3A 29213556 29216880 Pcer_094937-RA
Pcer_chr3A 29218611 29222099 Pcer_094938-RA
Pcer_chr3A 29222160 29228513 Pcer_094939-RA
Pcer_chr3A 29229928 29232716 Pcer_094940-RA
Pcer_chr3A 29237423 29239736 Pcer_094941-RA
Pcer_chr3A 29244425 29245463 Pcer_094942-RA
Pcer_chr3A 29246835 29249589 Pcer_094943-RA
Pcer_chr3A 29255533 29256489 Pcer_094944-RA
Pcer_chr3A 29264410 29265387 Pcer_094945-RA
Pcer_chr3A 29267804 29268043 Pcer_094946-RA
Pcer_chr3A 29273873 29274446 Pcer_094947-RA
Pcer_chr3A 29275886 29276326 Pcer_094948-RA
Pcer_chr3A 29279179 29285554 Pcer_094949-RA
Pcer_chr3A 29286277 29291724 Pcer_094950-RA
Pcer_chr3A 29292498 29295929 Pcer_094951-RA
Pcer_chr3A 29296937 29299350 Pcer_094952-RA
Pcer_chr3A 29299457 29302127 Pcer_094953-RA
Pcer_chr3A 29302466 29304979 Pcer_094954-RA
Pcer_chr3A 29305019 29307752 Pcer_094955-RA
Pcer_chr3A 29315692 29319268 Pcer_094956-RA
Pcer_chr3A 29325515 29329877 Pcer_094957-RA
Pcer_chr3A 29330841 29333664 Pcer_094958-RA
